Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,Season,WAB
San Diego,95.997,100.094,0.382119,46.7,49.2,18.6,16.0,26.3,26.4,65.7156,2022,-7.82091
UC Davis,97.4445,100.683,0.407108,48.6,47.3,17.9,19.2,26.2,28.9,67.2746,2022,-8.05295
LSU,106.307,89.6514,0.876497,49.4,45.1,20.7,25.1,33.8,30.9,68.6745,2022,2.27532
St. Francis NY,94.204,108.05,0.171223,46.0,51.9,17.9,18.9,29.4,29.8,66.7329,2022,-15.6341
Fresno St.,105.073,93.5042,0.792722,51.1,47.7,17.7,19.4,27.3,22.9,61.5097,2022,-3.96135
UMKC,100.438,103.017,0.427607,52.3,52.0,15.6,21.0,21.5,26.6,67.3164,2022,-7.34164
Baylor,117.782,91.3259,0.949099,52.8,47.8,17.9,22.9,36.3,28.8,67.5553,2022,8.9014
Oral Roberts,108.07,109.681,0.457562,53.9,51.1,13.2,12.7,26.6,24.7,70.2428,2022,-6.81622
Ohio,102.618,100.831,0.550317,50.6,50.0,15.4,20.4,27.1,26.0,67.4293,2022,-3.51163
Winthrop,104.301,105.152,0.476678,56.4,51.0,21.2,19.3,25.3,27.5,68.3482,2022,-3.26218
Northern Illinois,92.4102,103.528,0.213084,47.2,50.6,19.9,19.7,24.3,29.4,67.0408,2022,-14.7
Georgia Tech,100.539,97.7845,0.579204,49.6,50.1,18.9,18.8,25.0,28.1,68.1077,2022,-8.32828
Kent St.,102.391,99.0751,0.593543,49.8,49.0,18.5,19.5,30.8,26.4,65.7268,2022,-4.53916
High Point,98.8425,103.721,0.364938,48.9,49.5,19.5,17.7,27.4,30.2,66.3265,2022,-12.4866
Weber St.,101.334,103.16,0.448817,53.5,52.3,16.3,20.2,20.0,24.9,69.5913,2022,-7.697
Maine,92.2436,114.2,0.0790372,46.9,54.9,19.3,18.3,24.0,30.4,66.117,2022,-18.3092
Radford,95.165,103.795,0.269287,46.5,52.0,20.6,20.2,28.9,26.0,64.2942,2022,-12.1468
Kansas,119.791,91.2702,0.957996,53.8,45.8,17.3,18.1,32.9,28.6,69.113,2022,10.4025
SMU,107.874,95.411,0.804053,51.5,44.5,17.7,17.0,27.7,30.3,68.3399,2022,1.84129
Richmond,106.947,99.0559,0.707133,51.1,50.5,14.3,18.8,22.4,27.5,66.6889,2022,-1.64648
Providence,111.428,95.4844,0.855176,50.0,46.3,17.0,15.6,30.3,27.4,65.3324,2022,5.86528
Louisville,103.035,98.341,0.630942,48.8,50.3,18.0,16.3,27.3,24.9,67.2574,2022,-6.79635
Davidson,115.788,101.113,0.826135,55.6,49.5,14.8,16.7,23.6,22.4,64.6281,2022,2.13365
North Florida,96.4955,104.355,0.288951,48.1,48.8,21.6,16.7,25.2,36.9,68.0967,2022,-11.6914
Missouri St.,112.096,101.775,0.752288,54.6,48.8,15.5,15.7,25.8,24.0,67.0535,2022,-2.517
Vanderbilt,106.692,94.6612,0.798326,50.2,48.5,18.9,20.7,27.5,27.7,67.4294,2022,-3.07877
Utah Tech,94.2439,102.935,0.266115,46.5,50.9,21.0,17.8,26.7,28.9,71.6228,2022,-11.4626
Akron,105.469,101.666,0.604065,52.5,49.1,17.7,17.5,29.0,26.4,61.9468,2022,-4.27094
Bowling Green,102.66,111.946,0.269756,48.6,53.5,16.5,17.3,29.9,30.7,72.7055,2022,-13.4219
Memphis,112.447,92.6257,0.902914,52.3,46.6,22.5,20.4,37.4,30.9,70.0336,2022,1.35396
Central Arkansas,99.5314,110.615,0.22896,48.2,54.8,18.8,16.4,26.2,30.9,72.0558,2022,-13.0153
Murray St.,110.043,96.2125,0.824132,52.6,48.1,17.1,20.4,35.3,25.7,66.0388,2022,3.50999
American,93.1254,109.938,0.129129,49.6,53.3,20.2,17.4,25.0,29.0,64.9528,2022,-18.167
Notre Dame,112.781,96.7095,0.854199,54.0,49.0,15.6,15.1,22.1,24.7,65.4004,2022,1.85084
Creighton,104.814,92.1386,0.814914,50.6,44.9,20.4,15.5,28.4,28.5,66.9876,2022,1.70751
Duke,122.718,95.988,0.944019,55.6,47.1,15.0,15.7,31.7,28.9,67.4198,2022,7.182
Indiana St.,98.6318,101.586,0.415953,50.6,51.7,19.2,15.8,17.3,22.5,69.4527,2022,-12.2617
UCLA,115.834,92.2476,0.932034,50.6,47.6,13.2,19.4,31.3,25.3,65.367,2022,5.04827
Pacific,95.2589,104.313,0.260344,46.2,54.9,17.4,18.7,22.6,22.6,68.0148,2022,-15.4525
Texas A&M,109.196,93.278,0.859591,49.6,47.4,18.9,23.7,33.5,33.2,66.4988,2022,1.23095
North Texas,104.608,92.3155,0.808087,51.4,46.3,18.7,19.5,31.7,25.1,59.1636,2022,0.721164
Nevada,105.797,101.695,0.611771,50.6,52.4,18.4,18.3,24.5,26.1,70.3233,2022,-6.9981
UTSA,93.9329,106.789,0.186168,43.6,54.3,17.6,17.0,29.5,25.8,68.7131,2022,-15.7504
Hartford,100.804,110.585,0.256359,53.3,51.6,18.2,16.5,23.8,28.4,67.1494,2022,-15.9943
Mississippi Valley St.,93.2253,115.271,0.0800972,44.5,56.7,18.1,20.7,23.4,33.9,70.8085,2022,-21.3131
Gardner Webb,97.1331,95.7278,0.541801,49.9,45.5,20.0,19.0,26.9,26.3,67.4664,2022,-7.71821
Prairie View A&M,96.4741,105.658,0.260046,48.4,51.0,24.0,20.6,31.7,34.2,70.6896,2022,-11.8693
Chattanooga,107.3,97.2549,0.755899,52.2,49.4,17.0,18.1,32.7,26.2,64.6152,2022,0.202146
Georgia Southern,95.9568,102.362,0.322322,47.8,48.2,21.1,18.9,27.7,31.0,66.0218,2022,-11.0953
Northern Arizona,94.732,111.266,0.135872,47.9,53.0,20.4,13.8,28.9,23.5,65.2552,2022,-18.002
Nebraska,106.496,101.358,0.638474,50.3,51.5,17.1,18.3,20.6,31.4,71.4148,2022,-9.15883
Yale,99.3942,97.8563,0.544712,49.7,48.9,18.3,18.2,25.6,26.7,68.848,2022,-4.87028
Tennessee Martin,96.3515,107.15,0.227663,46.1,50.8,19.4,18.4,29.8,31.8,69.0903,2022,-15.6769
Morehead St.,102.813,98.2431,0.627825,52.4,46.5,20.4,17.3,30.7,29.5,64.6591,2022,-3.93052
Tennessee,111.251,87.087,0.943542,50.7,46.4,17.7,22.9,32.4,27.2,67.3409,2022,7.94635
Texas St.,105.321,101.714,0.598882,51.0,50.7,18.8,21.8,30.8,29.3,63.674,2022,-2.25964
Jackson St.,93.0654,102.575,0.246225,45.3,47.7,19.9,18.3,31.4,27.9,63.8882,2022,-12.7469
Mississippi,106.004,99.0597,0.685503,49.6,51.4,18.0,19.4,26.7,26.6,65.4094,2022,-7.11871
Wyoming,107.856,97.286,0.766054,52.3,47.1,17.1,15.7,25.5,24.6,65.7724,2022,1.92806
Minnesota,106.095,100.795,0.643193,50.7,51.2,14.0,15.8,17.7,27.5,65.0869,2022,-4.82851
Illinois,111.928,92.9694,0.89419,52.5,46.0,18.1,15.5,33.1,26.6,67.0858,2022,4.14305
LIU,98.9452,104.959,0.336576,48.4,48.5,18.5,18.2,30.6,29.7,72.4902,2022,0.0
UTEP,100.78,99.7849,0.528486,49.2,49.9,16.7,20.5,22.6,29.5,66.504,2022,-5.87374
Loyola Chicago,106.911,92.3159,0.843963,55.6,46.9,18.5,20.1,25.1,24.0,64.593,2022,1.75721
Texas,112.505,91.4909,0.915113,50.1,47.0,17.8,23.0,31.6,29.8,63.5326,2022,3.35083
Maryland Eastern Shore,88.6318,102.09,0.16442,45.4,51.0,22.0,23.8,27.3,29.9,67.6078,2022,-11.3832
Western Illinois,99.267,106.384,0.310825,49.6,52.9,15.9,17.3,28.8,22.7,70.4786,2022,-10.1844
Fairleigh Dickinson,94.6672,114.07,0.104878,46.4,53.8,19.3,18.1,27.7,34.1,69.6159,2022,-17.1934
Cornell,103.059,104.301,0.465611,53.5,51.1,19.6,18.1,26.1,28.1,71.9707,2022,-6.31404
West Virginia,108.555,96.0981,0.802449,46.8,50.6,18.2,22.5,30.0,33.6,67.9491,2022,-1.09283
Oklahoma,110.583,94.0949,0.864928,54.8,49.4,22.0,20.3,25.7,26.2,65.1622,2022,1.08352
Southern Illinois,101.671,97.9276,0.606203,51.5,49.7,18.1,18.7,23.2,23.3,62.1325,2022,-7.51525
San Diego St.,102.349,86.9216,0.86749,48.7,44.1,19.3,21.9,29.5,27.3,65.3007,2022,2.61171
Nebraska Omaha,96.5256,116.537,0.102786,49.3,56.3,19.3,14.7,24.6,30.0,69.7726,2022,-18.5117
DePaul,106.374,99.8021,0.675551,48.8,48.8,17.4,16.8,31.7,28.5,68.7677,2022,-4.69377
UT Rio Grande Valley,98.4553,112.565,0.176506,49.5,51.9,20.7,17.9,24.7,33.5,71.664,2022,-16.298
Chicago St.,95.5459,112.99,0.126922,45.8,53.7,22.1,18.7,31.5,32.2,66.2518,2022,-18.0889
South Dakota,103.479,107.499,0.392162,52.0,52.7,15.1,15.5,26.5,22.4,65.7657,2022,-7.57081
Montana St.,103.581,102.48,0.53069,53.9,49.4,18.7,18.2,26.7,23.5,67.0508,2022,-2.83343
Oklahoma St.,102.874,88.0107,0.85748,48.0,45.7,21.4,22.8,32.3,31.4,67.9557,2022,-0.788885
Wagner,101.188,100.355,0.523741,49.9,48.1,18.0,22.3,33.5,27.5,66.5034,2022,-2.52078
Bethune Cookman,93.3516,110.083,0.130578,45.4,51.5,19.7,20.4,27.9,30.9,65.9696,2022,-16.7324
Wofford,105.307,101.385,0.607423,53.9,53.8,17.7,19.7,26.9,22.2,64.1469,2022,-6.32288
Cal Poly,93.1694,104.198,0.216444,46.1,48.1,22.6,17.0,27.3,26.9,64.5824,2022,-16.3895
Towson,108.283,98.4261,0.749804,51.6,47.9,17.9,19.5,35.7,26.5,64.7021,2022,-1.67051
Delaware St.,86.5002,110.117,0.0586291,45.0,51.1,25.6,19.3,27.0,34.7,68.1018,2022,-22.8194
Norfolk St.,100.708,102.944,0.437183,50.9,45.8,20.1,18.4,30.1,27.8,66.9253,2022,-3.05531
Vermont,109.678,97.3256,0.798041,57.1,47.7,14.7,16.8,23.7,18.7,64.8321,2022,-0.775562
Liberty,104.591,100.219,0.620365,55.5,48.3,18.0,17.1,22.2,22.8,65.0338,2022,-6.14723
UNC Wilmington,104.417,103.501,0.525318,48.1,50.5,14.6,19.9,28.0,31.8,65.4141,2022,-3.61255
Presbyterian,95.3388,103.659,0.276427,45.4,53.5,19.5,21.1,33.1,24.6,64.1204,2022,-14.1839
Michigan,113.887,96.2367,0.873968,52.1,49.7,17.3,14.7,31.0,24.0,66.4264,2022,0.152852
Bellarmine,107.969,109.311,0.464546,53.3,54.4,15.0,17.7,22.4,30.5,62.2894,2022,-5.58462
East Carolina,101.784,101.68,0.502946,47.1,50.5,18.7,18.5,27.6,28.5,67.8365,2022,-6.42403
Northwestern,105.521,96.6935,0.731987,49.0,50.8,14.1,19.3,25.6,25.1,67.7891,2022,-3.89533
Eastern Illinois,82.9633,108.389,0.0441811,44.2,53.4,24.1,18.2,20.6,32.6,64.9353,2022,-20.2986
Buffalo,105.663,103.731,0.55285,51.6,48.2,18.6,15.8,37.0,27.9,71.0748,2022,-5.43993
Northern Kentucky,100.764,101.538,0.47801,49.5,49.5,19.9,21.1,36.0,31.0,64.0141,2022,-8.0002
Valparaiso,102.107,105.365,0.410658,51.0,52.3,16.5,16.5,20.3,24.8,65.1763,2022,-10.793
Elon,98.8494,105.571,0.319392,49.0,50.6,19.9,16.6,25.4,28.8,65.9757,2022,-13.443
Appalachian St.,100.66,99.5503,0.531816,48.4,49.8,16.0,17.9,26.3,26.0,64.4301,2022,-6.98889
North Alabama,91.2152,102.774,0.20228,43.2,50.2,17.0,18.9,25.5,29.9,67.6135,2022,-15.1624
Cleveland St.,104.017,104.157,0.496132,53.2,49.4,19.6,21.8,33.9,31.9,67.628,2022,-6.26439
Mississippi St.,107.642,95.5679,0.797094,49.6,49.6,19.5,19.4,34.1,25.7,65.4877,2022,-2.40455
St. John's,110.191,96.7152,0.817589,50.8,48.9,15.9,21.3,30.7,31.5,73.5685,2022,-3.31299
Long Beach St.,101.47,102.959,0.458216,48.8,52.1,17.9,19.9,27.1,27.2,71.0612,2022,-4.92579
Samford,104.078,103.929,0.504141,51.8,52.1,19.3,17.8,30.1,29.0,69.1675,2022,-4.63202
Eastern Washington,102.893,108.313,0.356563,52.9,50.4,18.5,15.6,25.3,26.0,69.7198,2022,-9.78874
Kansas St.,109.632,97.35,0.796799,49.4,49.5,16.9,19.8,25.2,28.3,66.4457,2022,-2.13318
Pepperdine,97.7682,105.152,0.302115,47.5,52.7,20.4,18.0,26.3,31.0,70.1551,2022,-15.3172
Charleston,105.278,101.553,0.60212,50.3,51.2,20.9,19.1,35.7,25.0,73.6745,2022,0.0
UC San Diego,101.106,109.563,0.284191,52.0,52.7,18.9,17.2,18.6,27.6,67.9372,2022,-11.6102
Grambling St.,92.1359,106.446,0.159723,44.6,48.9,20.0,19.2,27.4,31.4,69.2144,2022,-13.6076
Texas Southern,96.2797,98.4739,0.435574,48.2,45.3,21.4,17.3,33.0,28.0,68.0541,2022,-6.77429
Central Connecticut,90.0114,112.546,0.0711334,46.0,52.9,20.6,18.8,26.3,31.8,65.0734,2022,-19.0186
VMI,109.464,110.007,0.485792,55.3,51.1,16.9,14.0,22.7,29.6,68.6723,2022,-8.80566
Auburn,111.671,90.0116,0.922703,49.9,44.1,16.7,20.0,33.7,28.9,69.99,2022,7.41034
New Orleans,95.9159,105.804,0.244462,49.4,50.1,19.3,19.7,26.0,30.8,71.9003,2022,-9.09792
Idaho St.,94.1421,110.35,0.138618,47.4,53.2,21.1,16.7,27.6,27.5,63.8762,2022,-18.937
Columbia,91.4981,114.208,0.0724519,48.5,54.8,21.5,16.4,27.5,28.8,69.5556,2022,-18.1376
IU Indy,80.3806,109.248,0.028506,42.4,52.8,26.1,20.5,30.1,33.0,62.549,2022,-22.368
Western Carolina,98.1646,109.692,0.218083,47.9,53.2,17.7,14.3,28.6,28.5,68.406,2022,-14.1547
Eastern Kentucky,100.84,108.301,0.305586,48.4,54.6,15.6,22.3,28.7,31.8,71.0244,2022,-13.6952
Penn,105.205,109.624,0.383869,51.3,52.1,17.0,15.3,25.4,28.0,67.9483,2022,-8.84835
South Carolina St.,92.302,105.649,0.174637,43.3,49.9,20.2,20.6,34.3,29.0,70.368,2022,-12.5211
Idaho,97.4737,114.093,0.140579,50.2,54.6,18.5,14.5,23.3,26.3,70.1488,2022,-17.7317
Stony Brook,103.951,109.927,0.344612,50.3,52.6,15.5,17.4,27.4,29.7,68.1771,2022,-8.00134
Evansville,92.0428,106.315,0.160062,46.9,56.1,17.2,17.9,14.4,22.3,63.9385,2022,-16.3582
Saint Peter's,99.3868,93.1362,0.678524,47.5,44.2,20.1,20.5,30.9,29.0,65.5743,2022,-5.57007
Virginia,107.377,95.1238,0.80113,49.7,48.8,16.1,18.3,27.8,28.8,59.3475,2022,-0.513003
UCF,106.301,98.7319,0.700464,49.9,48.7,19.1,20.7,30.8,30.8,67.4724,2022,-1.69828
Drexel,103.953,101.528,0.567448,52.0,50.4,16.4,16.2,25.6,26.1,66.21,2022,-7.68055
Charleston Southern,92.8834,111.273,0.111314,46.2,55.4,21.4,17.3,26.2,25.7,69.166,2022,-20.0389
Northern Iowa,110.211,102.134,0.705833,53.0,53.9,16.2,18.0,20.8,21.8,67.3375,2022,-2.91825
South Carolina,100.138,94.246,0.667615,47.3,47.3,21.4,21.5,33.6,32.1,70.5799,2022,-1.05986
Lamar,90.8928,110.567,0.0950641,44.5,52.9,21.5,17.8,30.0,31.7,66.0356,2022,-21.0646
Kentucky,119.371,95.4032,0.929397,53.1,46.9,16.7,17.5,37.7,24.9,67.7722,2022,6.86457
Lafayette,97.2729,111.022,0.179398,50.6,53.7,16.4,17.2,22.4,30.0,64.8182,2022,-15.3926
VCU,100.877,88.9433,0.809668,51.4,44.4,21.9,24.7,26.6,32.0,68.5468,2022,0.504619
Wisconsin,108.677,93.3988,0.85097,47.7,49.0,13.0,17.0,25.9,24.4,66.4128,2022,6.44672
Alabama,115.165,98.2665,0.861146,51.3,49.8,19.8,17.9,35.3,30.5,71.8272,2022,1.95279
Tennessee Tech,100.494,107.298,0.320076,49.2,51.5,18.9,18.1,30.9,30.5,69.1068,2022,-14.188
NJIT,89.4364,107.411,0.108514,46.5,51.0,18.7,16.7,23.2,27.9,66.2061,2022,-13.3021
Alabama A&M,86.0992,100.319,0.147068,41.3,46.3,19.6,19.6,28.7,31.0,66.5574,2022,-14.032
Cal Baptist,98.1355,102.167,0.386283,49.9,48.2,20.4,17.4,28.1,27.8,67.2646,2022,-9.058
Dartmouth,96.3413,100.656,0.376629,48.2,50.8,17.4,19.0,23.6,26.6,64.672,2022,-11.1571
La Salle,97.7565,102.567,0.365313,47.8,50.0,19.0,16.7,29.0,27.4,67.4515,2022,-11.7169
Tulsa,103.475,102.636,0.523376,49.6,52.2,19.0,20.1,26.7,30.1,66.443,2022,-10.6026
Incarnate Word,94.3683,116.739,0.079701,48.4,56.8,19.9,18.0,22.3,32.4,65.0471,2022,-19.4482
St. Thomas,105.867,116.628,0.247251,52.0,58.9,12.6,16.1,20.7,27.1,65.4607,2022,-15.813
Grand Canyon,104.082,96.1202,0.714048,49.9,43.5,19.2,18.6,34.8,28.4,65.5964,2022,-2.3748
Michigan St.,111.624,96.6101,0.840399,52.0,48.1,18.8,15.3,30.7,27.1,67.5936,2022,2.87539
Cal St. Fullerton,101.955,103.12,0.467396,48.9,51.1,17.9,20.2,29.1,28.2,66.0165,2022,-5.04757
Southeastern Louisiana,102.032,111.261,0.269782,51.8,53.7,20.0,19.6,25.9,33.2,70.2564,2022,-8.90367
UC Riverside,101.179,100.127,0.530023,50.7,47.1,18.4,16.1,22.4,22.4,65.3686,2022,-6.80301
Clemson,109.424,98.2509,0.775318,52.4,49.7,16.4,16.9,25.8,24.1,66.385,2022,-3.71955
Colorado,105.402,96.4247,0.735686,50.4,48.1,19.7,17.5,29.9,24.4,67.2828,2022,-0.288253
Coastal Carolina,101.116,100.569,0.515581,49.9,46.5,20.3,17.3,32.7,28.7,66.5962,2022,-8.76502
North Carolina A&T,96.3861,105.896,0.253106,46.6,51.0,18.1,19.9,29.2,30.8,67.6331,2022,-14.5544
Washington,104.354,98.3988,0.662795,46.4,49.9,16.7,22.1,29.3,35.6,69.5719,2022,-4.41684
Colorado St.,111.854,98.0952,0.818983,54.8,50.1,15.2,18.5,21.9,25.0,65.562,2022,4.29791
UMBC,103.537,109.566,0.342781,52.6,52.8,16.2,16.6,21.9,28.8,68.3156,2022,-9.39313
Louisiana Monroe,100.738,108.545,0.297669,50.2,52.9,18.9,19.4,24.7,33.4,67.8055,2022,-11.8518
The Citadel,100.789,107.078,0.332672,52.0,50.4,17.1,13.8,23.7,29.4,70.3923,2022,-11.7258
Hofstra,109.096,103.785,0.639682,53.4,54.4,14.7,20.4,23.3,26.9,68.9338,2022,-3.42849
UMass Lowell,94.8087,103.437,0.268606,48.0,48.9,18.3,19.5,29.2,29.9,67.5525,2022,-11.7781
South Alabama,101.743,101.232,0.514461,52.0,47.6,19.3,20.8,26.9,31.3,66.493,2022,-6.24646
Butler,102.269,97.5901,0.631487,47.1,49.9,18.2,17.1,27.1,27.4,63.8081,2022,-5.31127
SIU Edwardsville,94.2598,104.041,0.243175,46.7,49.0,21.6,19.2,31.1,30.6,68.4004,2022,-15.236
Northern Colorado,106.877,111.15,0.389171,56.2,52.9,17.1,13.9,21.9,24.6,69.346,2022,-8.95357
Iowa,121.113,97.2058,0.926134,53.3,49.7,13.0,19.2,32.3,30.0,69.7859,2022,4.52146
Florida A&M,94.8549,107.435,0.192756,46.1,48.2,18.7,18.5,25.7,34.4,65.3644,2022,-12.234
TCU,108.601,92.0723,0.869747,48.7,47.4,21.4,18.6,37.7,26.1,65.8925,2022,2.91773
Middle Tennessee,105.774,98.2505,0.700246,51.4,47.2,18.9,20.3,30.0,29.2,67.0913,2022,-3.18507
Oregon,109.647,98.6915,0.770403,51.1,49.6,17.1,19.2,29.9,31.1,67.6529,2022,-2.38783
Harvard,97.0222,100.67,0.395454,49.6,52.1,17.5,20.7,25.2,23.8,67.1585,2022,-9.49048
Florida,109.81,97.0458,0.805505,49.6,49.4,18.5,21.8,31.5,32.5,65.5282,2022,-0.927751
Saint Joseph's,99.9354,98.1914,0.550442,49.7,47.7,19.6,13.7,27.0,24.1,68.2204,2022,-10.9846
Saint Mary's,109.79,90.4832,0.902395,52.7,48.3,17.0,19.2,27.4,21.7,63.6631,2022,3.93254
Texas A&M Corpus Chris,96.3948,102.834,0.322207,47.2,49.0,19.7,22.6,34.0,28.8,69.2307,2022,-7.62101
Ohio St.,115.454,98.5166,0.861098,54.3,47.6,17.1,15.5,29.3,28.7,65.1471,2022,1.31708
Florida St.,105.165,98.3623,0.683302,49.0,52.2,18.1,21.0,31.7,31.1,67.8088,2022,-1.61173
Seton Hall,105.402,93.4465,0.799708,47.2,45.6,17.7,18.5,32.3,29.1,67.5787,2022,1.91851
North Carolina,114.429,93.4515,0.911242,51.5,48.6,16.4,13.6,31.9,21.6,70.0713,2022,4.25382
Houston Christian,95.0211,113.008,0.119875,48.8,55.3,20.6,19.1,29.3,27.2,68.2805,2022,-14.289
Lehigh,97.4608,109.531,0.207068,52.1,49.3,19.2,14.7,21.5,26.4,68.2389,2022,-14.5266
Navy,94.1972,95.6047,0.457461,47.5,47.3,19.9,20.4,33.8,24.8,64.7797,2022,-6.00525
Saint Francis,94.5108,109.479,0.155688,46.9,52.4,18.1,18.3,30.5,31.9,67.1275,2022,0.0
Santa Clara,110.639,100.384,0.753727,54.5,48.5,16.2,16.5,23.4,26.2,70.8626,2022,-1.69683
Loyola Marymount,105.125,108.488,0.410449,51.9,54.7,19.2,18.1,24.4,27.3,65.8316,2022,-9.42792
Delaware,106.513,103.144,0.59136,53.4,49.6,18.3,18.5,26.7,31.3,66.6228,2022,-5.45337
Miami OH,103.692,111.107,0.311269,50.3,53.5,15.0,18.0,26.0,30.2,67.4955,2022,-13.2211
New Mexico,105.411,104.328,0.529646,49.4,52.0,16.1,18.0,24.0,29.1,71.2111,2022,-9.62392
Coppin St.,89.8477,103.23,0.168445,46.0,49.3,19.4,21.2,20.1,32.0,72.9247,2022,-16.7158
Temple,101.591,96.1828,0.652282,45.4,45.5,18.5,17.2,32.7,29.3,66.2895,2022,-2.48589
Monmouth,101.346,101.712,0.489629,47.5,47.3,17.3,17.8,29.4,27.9,66.249,2022,-6.08691
Southern,94.1341,99.3864,0.348783,49.2,49.2,20.4,25.2,27.5,31.1,70.2925,2022,-8.73508
Southern Miss,94.8901,110.542,0.147314,46.9,54.1,19.7,15.9,23.7,28.4,67.0971,2022,-18.8575
California,100.03,97.195,0.58192,46.9,47.5,17.1,14.7,25.5,23.4,64.1275,2022,-8.80315
Georgia St.,101.906,98.4171,0.598838,44.7,50.0,16.6,22.1,32.5,31.0,67.2848,2022,-5.13991
Miami FL,113.56,97.8776,0.846715,53.4,52.5,14.0,20.4,22.4,30.3,67.7112,2022,2.57491
Georgia,106.95,108.789,0.451121,50.2,54.6,20.7,15.7,25.8,30.1,68.7607,2022,-13.7258
