Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,Season,WAB
Denver,106.47,106.88,0.488934,57.9,50.7,19.6,21.2,18.8,31.3,58.3642,2010,-8.90832
Cal St. Northridge,96.8564,103.874,0.309091,46.3,48.9,23.9,22.2,35.9,34.9,70.538,2010,-14.9327
Maryland,118.296,96.7234,0.910143,51.8,45.0,16.3,21.3,35.3,36.8,68.7798,2010,3.32237
Rice,96.6256,102.377,0.339638,45.0,50.9,21.1,21.3,33.0,30.7,65.7004,2010,-16.2736
Rider,102.5,104.678,0.439831,48.1,50.0,18.4,20.1,28.2,31.7,67.2965,2010,-8.59753
Boston College,111.912,99.3953,0.796413,49.1,47.9,19.3,17.8,38.5,31.7,64.153,2010,-4.46244
Arizona,108.137,99.737,0.717057,50.1,48.7,20.1,18.4,29.6,31.5,67.4818,2010,-3.62741
Penn St.,108.27,100.692,0.697288,49.9,50.5,18.5,16.1,30.1,25.5,62.1524,2010,-8.26695
Hawaii,100.673,107.847,0.311815,47.9,51.3,21.6,16.3,38.6,32.9,64.5443,2010,-13.7352
San Diego,99.2657,100.679,0.45945,47.4,51.5,20.7,20.5,28.6,30.8,62.3821,2010,-12.2902
UC Davis,100.263,106.361,0.336479,50.1,53.1,21.6,21.6,26.3,30.8,66.6947,2010,-13.286
LSU,99.3611,99.143,0.506318,44.1,49.1,19.9,19.2,35.3,33.5,61.6349,2010,-9.46888
St. Francis NY,88.5507,105.842,0.113927,46.2,49.8,23.4,25.2,31.4,33.6,64.0011,2010,-14.5029
Fresno St.,98.8185,99.7895,0.471917,48.7,49.6,20.8,21.2,30.2,32.7,64.9223,2010,-11.0582
UMKC,98.0021,112.004,0.177156,47.0,54.2,19.3,20.3,29.2,30.0,65.0707,2010,-13.6195
Baylor,120.397,95.2555,0.936653,54.4,44.5,20.3,17.8,38.2,33.2,64.0629,2010,5.54813
Oral Roberts,101.821,100.206,0.545844,48.1,47.8,19.7,18.4,34.5,28.8,65.371,2010,-6.79687
Ohio,107.45,100.088,0.693434,49.4,46.8,18.1,21.6,31.2,34.2,68.6711,2010,-7.58592
Winthrop,90.9475,97.0433,0.321682,41.6,45.7,18.0,22.6,34.0,29.8,63.7414,2010,-8.53608
Northern Illinois,98.1659,104.85,0.31919,45.2,49.7,21.9,19.4,35.8,30.7,69.7122,2010,-13.7425
Georgia Tech,109.807,91.6729,0.888519,50.3,44.3,23.2,21.3,38.3,33.7,68.1207,2010,1.35132
Kent St.,105.659,98.3348,0.69554,48.2,48.4,17.6,22.5,32.2,30.7,66.8248,2010,-1.96105
High Point,98.2381,110.055,0.213119,47.4,50.3,21.9,21.0,34.7,34.6,66.6396,2010,-11.8039
Weber St.,107.635,103.605,0.607983,51.3,49.7,18.1,19.7,33.4,29.3,67.2122,2010,-4.31759
Maine,93.6312,99.3048,0.337031,45.7,45.7,22.2,21.2,31.3,31.9,64.4392,2010,-6.61728
Radford,95.0054,100.325,0.348293,47.4,45.3,21.1,17.1,35.7,28.7,67.8193,2010,-7.61136
SMU,106.665,103.02,0.598658,51.6,50.2,21.7,18.4,33.2,29.5,60.5835,2010,-9.73771
Richmond,109.092,93.9194,0.848403,51.1,44.2,16.9,22.7,26.5,35.8,62.2807,2010,2.71529
Providence,116.979,107.001,0.736016,49.3,52.0,17.1,18.2,41.5,37.3,72.9018,2010,-6.86272
Louisville,114.839,98.5899,0.852513,51.4,48.5,20.0,22.3,39.8,36.9,65.8284,2010,-0.105631
Davidson,103.052,105.166,0.441878,50.0,50.6,20.0,17.6,32.5,27.4,65.4687,2010,-8.86113
Savannah St.,89.4892,103.973,0.151209,45.7,49.9,25.4,23.0,33.1,32.1,61.4468,2010,-11.399
North Florida,92.2177,102.621,0.226309,47.3,47.6,24.0,21.7,29.2,37.0,62.9254,2010,-11.992
Missouri St.,111.792,100.183,0.779168,51.2,49.3,17.3,19.7,33.2,27.6,64.3755,2010,-4.31568
Vanderbilt,114.08,96.5045,0.872596,52.6,47.0,19.3,19.2,32.6,35.1,68.0903,2010,3.25973
Washington St.,107.96,101.657,0.666367,49.9,51.2,20.7,20.3,35.5,32.8,66.0442,2010,-5.63863
Akron,105.744,99.9735,0.655955,49.3,47.1,19.9,20.8,37.4,33.3,64.8572,2010,-3.81796
Bowling Green,101.436,104.201,0.42328,48.3,50.7,21.9,20.2,33.7,31.9,62.7983,2010,-9.74513
Memphis,115.498,100.072,0.838712,53.6,46.5,17.1,22.4,32.1,36.3,65.1575,2010,-0.809418
Central Arkansas,92.4928,106.641,0.162889,46.0,50.5,21.9,20.2,31.4,33.3,63.4758,2010,-15.9538
Murray St.,107.607,95.6421,0.795033,55.2,44.0,21.5,23.8,39.2,32.8,65.4511,2010,0.230417
American,95.1707,106.447,0.216247,48.2,47.8,22.6,14.6,30.2,27.0,62.5652,2010,-15.86
Notre Dame,120.275,100.403,0.888622,53.7,49.3,16.0,15.9,34.7,30.5,63.1485,2010,0.445019
Creighton,108.452,101.754,0.675484,50.1,47.8,18.3,17.6,30.6,30.6,65.5856,2010,-6.21636
Duke,121.777,89.1395,0.973087,50.5,43.7,16.5,21.3,40.7,32.3,64.7677,2010,8.41445
Indiana St.,103.655,101.251,0.567058,48.6,47.2,19.6,17.3,27.3,33.5,64.2536,2010,-6.11477
UCLA,107.527,100.913,0.674824,52.6,50.9,21.8,20.0,30.4,32.4,63.8089,2010,-6.58752
Pacific,105.341,97.4199,0.710749,50.1,46.6,17.9,18.4,32.6,28.9,60.0825,2010,-5.58218
Texas A&M,112.276,91.12,0.916901,49.6,46.7,18.4,20.6,33.5,29.7,64.5805,2010,4.3347
North Texas,102.683,103.536,0.47623,50.4,47.8,21.2,18.2,32.7,30.5,66.9792,2010,-3.70416
Nevada,113.379,102.947,0.752125,53.4,48.7,16.7,15.7,32.0,32.2,68.2133,2010,-3.78762
UTSA,105.508,106.154,0.48244,48.8,50.4,17.6,19.9,32.7,30.9,62.3777,2010,-7.05627
Hartford,94.1638,110.451,0.137687,46.8,51.8,17.9,20.8,27.0,34.4,63.2077,2010,-17.0892
Mississippi Valley St.,92.3091,112.43,0.0938377,46.2,51.8,24.9,21.5,31.1,33.8,66.8192,2010,-18.1373
Gardner Webb,91.5171,111.961,0.0895844,46.7,52.8,24.3,20.0,30.5,36.2,69.7727,2010,-16.5444
Prairie View A&M,87.1878,101.109,0.154003,42.5,46.0,20.8,23.0,30.6,32.3,65.7654,2010,-10.4922
Chattanooga,97.3686,104.674,0.303219,50.1,51.3,23.1,20.4,30.6,31.4,69.0006,2010,-12.3733
Georgia Southern,99.0082,111.857,0.197306,48.4,57.6,22.2,24.2,30.5,39.5,70.2638,2010,-16.8431
Northern Arizona,98.6146,105.172,0.322924,51.3,51.4,22.5,18.1,27.0,30.3,66.2381,2010,-9.13655
Nebraska,106.907,98.497,0.719551,50.2,50.0,19.3,21.5,29.5,29.6,62.7678,2010,-4.9574
Yale,96.734,106.518,0.248238,45.8,50.1,21.1,20.3,33.0,32.2,66.0923,2010,-14.2623
Tennessee Martin,91.5356,111.99,0.0895306,42.2,53.2,22.4,20.0,33.4,34.6,69.5844,2010,-19.4673
Morehead St.,105.542,98.7003,0.683685,51.1,49.7,22.6,23.5,39.4,26.7,64.4313,2010,-4.71846
Tennessee,109.47,91.5036,0.88712,50.6,45.2,18.9,23.1,33.5,32.3,67.5197,2010,3.89226
Texas St.,99.1964,103.832,0.371629,46.6,51.8,23.5,22.5,36.2,32.7,74.6326,2010,-11.1502
Jackson St.,95.3066,103.065,0.289042,43.7,45.4,21.6,19.5,35.1,31.2,64.4401,2010,-7.70885
Mississippi,112.884,97.8104,0.838662,51.6,46.4,17.0,19.8,34.7,33.2,68.3186,2010,0.424843
Wyoming,97.5339,104.424,0.313255,46.7,51.8,21.8,20.4,28.1,33.1,70.0449,2010,-12.7704
Minnesota,114.47,94.7456,0.89797,53.1,46.5,19.0,21.3,33.4,32.5,65.6342,2010,-0.354868
Illinois,109.101,94.992,0.830968,50.1,46.4,18.1,17.7,32.2,30.2,66.3824,2010,-0.848932
LIU,99.7222,110.477,0.235453,46.4,49.3,20.3,18.3,35.3,32.1,67.0395,2010,0.0
UTEP,108.394,90.8549,0.883891,52.8,44.6,18.7,22.3,28.9,30.2,67.7995,2010,2.26623
Loyola Chicago,102.033,105.897,0.394724,48.3,50.1,21.7,17.6,34.4,33.0,63.0865,2010,-9.22452
Texas,114.075,94.0009,0.90255,51.1,44.9,18.3,20.4,38.9,32.1,71.2174,2010,3.83206
Maryland Eastern Shore,92.013,108.971,0.125077,44.8,49.2,22.9,18.2,34.2,33.4,65.5096,2010,-16.7059
Western Illinois,92.5362,101.08,0.265897,45.5,45.4,20.9,19.2,26.3,32.8,60.4767,2010,-12.8998
Fairleigh Dickinson,91.512,109.021,0.117813,46.1,49.1,22.6,17.8,28.9,32.8,67.0627,2010,-16.8075
North Dakota St.,96.4165,104.638,0.280692,46.1,47.9,18.5,17.5,29.8,29.4,67.1646,2010,-13.8984
West Virginia,117.256,92.8431,0.936114,48.9,46.9,18.3,20.6,42.0,32.1,62.0476,2010,8.02423
Cleveland St.,106.247,103.998,0.561208,49.0,52.1,18.4,23.2,28.7,35.3,64.3482,2010,-8.26119
Southern Illinois,106.573,101.347,0.640673,51.7,49.7,20.1,20.7,30.1,28.8,66.0752,2010,-7.53841
San Diego St.,111.451,95.3141,0.857992,51.7,46.9,20.8,20.6,40.1,31.9,62.6862,2010,1.43778
DePaul,100.958,100.208,0.521417,44.7,48.8,17.0,20.1,31.6,37.4,61.365,2010,-10.9937
UT Rio Grande Valley,89.1789,108.222,0.0974647,44.8,53.2,20.7,22.6,24.1,33.3,66.2699,2010,-21.1453
Chicago St.,86.4656,110.306,0.0573038,40.9,53.6,23.3,23.3,34.3,32.8,66.2692,2010,-18.3095
South Dakota,98.3252,106.885,0.27689,52.4,47.2,20.0,17.8,25.3,32.0,72.4427,2010,-5.27841
Montana St.,102.594,106.724,0.388439,50.9,49.6,17.9,19.9,27.6,34.6,63.2954,2010,-9.45831
Oklahoma St.,114.377,95.0598,0.893536,52.4,48.1,18.4,19.4,29.1,27.9,66.0402,2010,1.79481
Wagner,90.2382,111.578,0.0800914,47.4,48.9,24.7,21.1,29.7,36.7,65.8291,2010,-22.3582
Bethune Cookman,94.2122,106.809,0.191052,45.4,49.1,20.9,22.2,34.4,33.6,59.381,2010,-11.927
Wofford,104.764,95.0196,0.754492,49.1,46.5,18.3,21.3,33.6,29.2,63.0144,2010,-1.70111
Cal Poly,102.478,111.538,0.274017,47.5,51.9,19.6,18.0,34.1,30.4,66.1109,2010,-13.5997
Towson,103.564,110.936,0.311987,47.3,51.2,18.6,18.2,32.1,39.6,67.4101,2010,-14.5143
Delaware St.,96.4204,106.623,0.239278,46.0,54.0,19.2,27.8,34.5,38.3,57.3515,2010,-8.54606
Norfolk St.,95.9742,107.308,0.216918,49.8,47.9,24.5,20.3,33.5,35.2,71.082,2010,-14.3441
Alcorn St.,82.6716,115.702,0.0205201,41.8,52.3,27.4,20.8,29.2,39.7,73.1855,2010,-23.9023
Liberty,94.3367,109.491,0.152751,47.9,50.1,22.9,18.9,30.7,31.5,65.7968,2010,-11.891
Cal St. Bakersfield,94.6739,109.262,0.161368,43.3,50.6,21.9,18.9,36.1,36.9,67.007,2010,-16.5307
Presbyterian,91.9931,111.45,0.0991729,47.7,51.9,23.0,18.8,23.2,36.9,62.3186,2010,-19.1412
Boise St.,101.996,100.933,0.53007,50.7,51.1,19.9,20.3,33.0,31.2,69.8359,2010,-10.6952
East Carolina,102.32,107.981,0.349942,48.6,51.2,24.5,16.7,33.8,33.7,67.1404,2010,-12.2859
Northwestern,114.08,104.504,0.732683,52.1,48.3,17.3,20.3,30.8,34.1,62.1955,2010,-1.90165
Eastern Illinois,100.291,103.895,0.399883,48.8,47.6,21.3,19.4,34.6,33.2,62.9831,2010,-7.72856
Buffalo,106.269,106.441,0.495371,49.3,51.9,20.3,21.6,34.5,31.3,67.9629,2010,-6.60755
Valparaiso,110.306,111.486,0.469456,52.8,52.5,19.8,19.5,31.0,35.2,67.0726,2010,-9.33846
Elon,96.9516,105.689,0.270457,46.9,51.6,19.2,19.9,27.6,34.1,66.5974,2010,-17.1733
Appalachian St.,108.692,105.034,0.597157,54.1,48.9,21.7,15.6,35.2,27.3,65.2867,2010,-5.3525
Oklahoma,111.198,103.029,0.706304,50.1,52.1,18.0,17.5,29.5,30.5,65.1441,2010,-5.19748
Mississippi St.,110.651,93.9849,0.867308,51.4,44.0,18.5,16.6,30.6,30.5,66.2473,2010,0.143916
St. John's,107.938,94.3751,0.82407,47.3,48.1,18.7,20.4,35.5,30.8,64.2564,2010,-2.26782
Long Beach St.,101.029,98.7278,0.565861,47.7,49.4,20.2,21.1,31.4,34.2,69.0056,2010,-7.1797
Samford,101.251,108.516,0.310691,54.6,51.4,21.8,18.2,22.3,34.1,55.8389,2010,-14.1201
Eastern Washington,96.1205,107.022,0.22522,47.2,54.0,20.4,19.4,26.2,28.7,67.4474,2010,-15.4797
Kansas St.,116.943,91.9858,0.940511,50.6,46.8,19.9,23.5,40.6,34.0,68.9352,2010,6.73607
Pepperdine,97.7785,109.309,0.217216,44.4,53.1,20.0,17.0,33.3,31.4,65.4384,2010,-16.7562
Charleston,110.376,107.047,0.587127,53.7,49.4,16.2,19.0,25.4,39.4,68.209,2010,0.0
Grambling St.,90.6174,115.436,0.0582079,44.7,50.0,22.3,21.9,29.0,36.4,66.9161,2010,-17.8001
Texas Southern,92.6754,102.861,0.231622,49.5,48.0,24.9,25.6,33.2,33.9,66.787,2010,-11.7804
Central Connecticut,92.2681,108.04,0.140072,45.1,50.4,20.8,22.3,32.1,33.6,62.9258,2010,-15.4993
VMI,103.408,121.841,0.131648,49.0,57.1,17.3,20.6,27.3,39.8,82.9747,2010,-15.1631
Auburn,110.894,101.812,0.727621,51.1,51.8,19.3,21.2,32.5,32.2,69.1306,2010,-7.02341
New Orleans,89.6624,104.445,0.147415,45.2,50.8,24.2,20.8,28.9,29.0,64.0464,2010,-17.6956
Idaho St.,103.132,117.666,0.180028,49.7,54.7,20.6,17.0,35.4,36.8,62.0716,2010,-15.1913
Columbia,91.6645,104.599,0.179757,45.3,51.1,22.1,22.4,31.4,29.1,63.9248,2010,-12.704
IU Indy,108.819,101.972,0.6786,54.9,49.6,21.1,21.1,32.7,32.7,64.6886,2010,-4.27005
Western Carolina,105.413,102.481,0.580394,50.9,51.6,20.0,23.9,33.9,32.2,68.2801,2010,-5.26452
Eastern Kentucky,109.93,110.231,0.492126,55.6,53.4,15.7,21.5,23.9,34.7,61.2355,2010,-7.14515
Penn,97.386,112.894,0.15456,47.7,54.4,22.9,19.1,29.1,31.9,64.1304,2010,-16.3365
South Carolina St.,97.1666,107.59,0.236519,48.8,49.3,22.3,21.4,34.2,34.9,67.0583,2010,-10.581
Idaho,104.455,103.176,0.535346,51.7,50.3,20.6,19.0,32.0,32.0,64.9803,2010,-9.40655
Stony Brook,102.784,102.742,0.501171,48.3,48.5,19.2,20.8,32.6,28.8,65.2447,2010,-5.44013
SIU Edwardsville,88.0397,110.366,0.0691931,43.7,52.5,21.4,18.9,24.5,34.8,67.2035,2010,-18.0978
Saint Peter's,92.5945,92.793,0.493846,44.4,42.8,24.4,22.1,38.6,32.7,63.4932,2010,-9.03411
Virginia,105.844,97.4295,0.72164,47.8,49.0,16.8,18.6,30.1,28.8,61.4473,2010,-4.31196
UCF,103.016,102.517,0.513938,49.2,50.2,21.8,21.2,33.6,35.0,63.5944,2010,-8.25864
Drexel,99.6828,98.1037,0.54578,44.9,45.0,18.5,19.8,34.2,33.0,63.7526,2010,-8.07002
Charleston Southern,92.8897,107.803,0.152868,46.9,49.5,21.8,20.5,33.5,34.4,63.2361,2010,-13.1171
Northern Iowa,109.483,90.7478,0.896446,49.6,46.6,17.9,20.4,30.7,26.8,58.7134,2010,3.88852
South Carolina,106.2,97.5015,0.727656,47.3,49.3,17.4,23.2,33.1,37.9,68.5754,2010,-4.04065
Lamar,96.6709,108.275,0.213548,45.3,51.4,22.6,19.8,37.3,32.3,67.1716,2010,-13.5881
Kentucky,115.521,89.087,0.952034,53.0,43.1,20.3,19.7,40.9,31.8,68.072,2010,8.6775
Lafayette,103.88,110.881,0.320805,52.9,52.3,19.4,21.5,26.9,35.3,66.5853,2010,-9.73065
North Carolina Central,87.0543,107.687,0.0797271,42.5,54.6,24.5,24.6,30.6,37.6,66.5339,2010,-17.2541
Iowa,102.135,103.282,0.467935,48.8,51.7,22.1,17.5,30.4,29.3,61.3553,2010,-9.80484
Alabama,108.693,95.5264,0.815324,49.0,47.7,19.5,21.2,35.0,34.2,63.7982,2010,-3.95429
Tennessee Tech,104.308,112.995,0.28496,51.4,53.8,21.9,19.4,34.0,36.9,66.7319,2010,-10.9585
NJIT,86.5672,106.931,0.0809461,43.0,49.1,22.2,21.6,28.0,32.4,66.0745,2010,-17.5637
Alabama A&M,88.4699,108.934,0.0837112,40.5,48.3,22.3,26.0,34.4,41.3,69.1749,2010,-11.9269
Dartmouth,85.1623,106.131,0.0736922,40.7,50.0,21.1,20.7,28.4,34.7,62.9388,2010,-18.9234
La Salle,105.335,104.289,0.528649,48.8,49.4,22.7,17.0,38.9,33.4,67.3033,2010,-9.19815
Tulsa,107.247,97.9974,0.738315,50.1,44.1,19.7,15.1,33.8,27.9,65.5126,2010,-1.44139
Kansas,120.995,91.0398,0.963427,55.1,43.2,18.7,20.0,38.4,31.7,66.9845,2010,11.6953
Michigan St.,113.514,93.739,0.900362,51.6,46.6,21.0,18.8,39.8,28.4,65.2808,2010,3.50833
Cal St. Fullerton,101.658,107.315,0.349157,49.9,48.1,20.8,17.6,29.7,31.5,67.7455,2010,-9.79041
Southeastern Louisiana,101.195,104.991,0.395679,53.5,44.8,21.7,19.4,29.0,37.3,65.8214,2010,-8.06815
UC Riverside,97.8903,104.854,0.312102,46.1,49.2,20.8,18.5,35.2,28.4,61.0588,2010,-12.0709
Clemson,111.41,91.5293,0.905546,51.1,46.4,21.4,24.6,36.5,33.5,67.9702,2010,1.51044
Colorado,113.571,103.0,0.754648,53.4,51.7,19.2,21.6,23.6,37.9,66.9171,2010,-4.51339
Coastal Carolina,101.782,99.0731,0.576934,51.5,43.9,19.1,20.4,36.4,32.7,62.8766,2010,-3.58729
North Carolina A&T,93.1763,109.349,0.136987,46.7,48.5,21.4,20.9,30.1,36.2,68.6647,2010,-16.7221
Washington,113.021,93.737,0.895802,49.7,46.5,17.5,22.0,36.9,32.2,71.6833,2010,1.20143
Colorado St.,100.623,99.1355,0.542717,48.0,50.1,22.6,21.5,32.7,29.0,65.8555,2010,-6.62897
UMBC,95.5634,115.014,0.10616,45.8,50.6,17.0,18.9,23.8,37.5,65.7837,2010,-21.9501
Louisiana Monroe,98.5794,110.505,0.211942,47.7,53.2,24.2,20.9,34.6,33.6,66.4091,2010,-14.6535
The Citadel,100.921,103.155,0.437399,48.4,48.8,18.0,19.2,29.8,31.9,58.7975,2010,-9.88482
Hofstra,102.389,97.7157,0.631164,45.1,44.2,19.7,19.0,37.3,31.8,68.776,2010,-7.21888
South Alabama,96.2433,104.578,0.277865,45.6,47.6,21.2,20.9,34.8,34.8,65.1814,2010,-10.3905
Butler,109.803,89.5546,0.912472,51.0,46.6,18.7,21.6,30.4,27.4,62.8615,2010,4.64466
Evansville,99.1704,102.46,0.407264,47.1,50.3,21.6,19.6,28.7,29.0,65.1972,2010,-13.3587
Northern Colorado,104.197,100.751,0.595518,51.4,50.0,18.5,23.4,29.8,29.9,67.1784,2010,-3.53175
Wisconsin,116.072,92.0591,0.934956,51.4,46.8,14.5,19.9,30.2,26.4,58.8443,2010,3.83409
Florida A&M,94.7262,114.405,0.102419,45.0,50.5,22.6,19.7,31.5,37.9,67.5028,2010,-17.3766
TCU,106.869,104.88,0.553818,51.6,53.0,21.0,18.5,27.7,30.8,63.0206,2010,-9.51929
Middle Tennessee,101.781,100.945,0.523672,49.6,50.1,20.2,21.9,30.6,26.3,64.3874,2010,-8.06338
Oregon,105.747,100.557,0.64078,47.9,51.5,18.7,21.3,35.4,32.1,65.9715,2010,-5.92801
Harvard,106.999,102.142,0.630468,53.8,47.5,22.4,21.7,30.9,30.6,67.1375,2010,-1.92783
Florida,113.337,98.1519,0.839464,49.4,48.4,18.5,20.3,37.0,32.8,64.1202,2010,-0.0195804
Saint Joseph's,101.735,102.074,0.49044,46.6,50.2,18.4,20.3,26.5,37.5,69.1027,2010,-9.80674
Saint Mary's,115.87,98.6232,0.864519,55.3,46.1,17.1,16.0,34.3,31.1,66.0785,2010,2.03209
Texas A&M Corpus Chris,99.2773,100.377,0.46837,50.2,48.5,25.5,20.5,37.4,30.7,64.5048,2010,-8.82712
Ohio St.,118.012,92.7647,0.940935,56.1,47.1,17.5,21.8,29.5,29.4,64.5481,2010,5.62533
Florida St.,104.514,87.2862,0.888097,50.5,43.5,24.3,23.6,38.1,32.4,65.6075,2010,2.80417
Seton Hall,113.242,99.9807,0.80727,49.5,47.4,14.7,19.1,36.0,37.4,69.6072,2010,-0.464316
North Carolina,106.914,95.6911,0.781652,48.0,47.1,20.8,18.8,39.0,32.7,70.1945,2010,-2.7107
Houston Christian,93.9828,112.54,0.111823,45.1,50.5,24.4,19.4,35.8,33.2,72.3554,2010,-17.4152
Lehigh,105.767,106.335,0.484608,51.4,48.7,18.4,19.4,29.8,29.5,69.081,2010,-6.61883
Navy,96.5432,107.93,0.217175,47.9,50.6,20.3,22.7,27.5,35.1,70.367,2010,-13.7063
Saint Francis,94.7343,110.804,0.141622,48.2,51.7,24.2,20.7,30.4,35.0,63.78,2010,0.0
Santa Clara,97.0751,103.911,0.313762,45.4,51.9,22.7,21.2,33.5,34.2,66.0838,2010,-14.3601
Loyola Marymount,108.129,107.49,0.517023,50.4,49.6,18.3,18.8,34.0,35.3,68.8093,2010,-7.75335
Delaware,98.9007,109.384,0.238915,44.1,51.2,20.0,17.7,34.5,33.8,63.8363,2010,-15.8878
Miami OH,103.154,102.128,0.528714,50.0,47.2,20.8,17.1,28.3,32.2,59.5927,2010,-9.35558
New Mexico,114.844,98.4721,0.854299,50.6,49.5,16.2,19.9,35.4,27.2,66.8815,2010,4.99631
Coppin St.,89.8429,109.417,0.0939174,43.4,49.2,21.1,22.1,29.9,38.8,64.0907,2010,-17.6245
Temple,108.246,88.9872,0.904911,49.1,43.0,16.8,18.1,32.4,27.9,60.0141,2010,5.43612
Monmouth,92.7385,106.491,0.169361,46.2,50.2,21.5,22.3,30.3,32.1,65.2485,2010,-15.9748
Southern,84.2482,110.911,0.0406187,42.7,49.1,23.2,20.7,28.2,38.0,68.3197,2010,-19.5599
Southern Miss,103.714,96.3154,0.700803,44.8,46.9,19.2,20.0,36.8,27.7,60.7556,2010,-5.22052
California,120.447,97.8355,0.916146,53.3,48.3,17.7,18.7,34.7,31.1,66.8423,2010,1.72101
Georgia St.,99.8966,103.449,0.400872,45.7,48.2,21.1,22.3,37.7,36.7,61.4043,2010,-13.4168
Miami FL,113.295,99.1705,0.822193,52.7,46.6,21.0,20.0,34.6,32.2,64.6362,2010,-1.9869
Georgia,111.011,100.808,0.751884,50.1,48.4,22.8,17.9,38.2,32.7,63.699,2010,-5.10256
North Dakota,93.6575,120.291,0.0532485,48.9,51.9,24.9,18.8,26.7,29.6,63.8861,2010,-18.3107
Princeton,98.1982,94.004,0.622926,50.3,44.4,22.0,23.4,29.4,28.7,58.4655,2010,-3.78697
Saint Louis,100.064,92.1121,0.721554,49.6,44.0,20.3,21.1,26.9,32.8,62.2479,2010,-2.85897
Arizona St.,110.903,94.4552,0.863666,53.4,45.6,19.1,20.8,28.3,31.0,60.9016,2010,0.0938933
Purdue Fort Wayne,97.6494,102.973,0.351966,47.0,47.3,18.6,18.1,29.0,30.2,65.6924,2010,0.0
Iona,100.016,94.7396,0.650967,48.8,45.1,20.3,24.3,29.7,32.9,64.4458,2010,-3.62088
Stetson,91.3193,111.807,0.088853,44.7,54.4,21.8,20.9,26.8,35.0,65.3038,2010,-17.1782
Marshall,109.872,99.4536,0.758727,51.7,45.3,18.3,17.8,33.9,32.9,68.4375,2010,-1.84145
Eastern Michigan,99.4309,102.043,0.425986,47.5,49.6,20.3,21.0,33.0,29.7,65.3552,2010,-9.83339
Niagara,105.494,101.108,0.619711,47.2,46.4,17.5,21.0,33.2,36.8,68.1558,2010,-8.74027
