Season,TeamA,TeamB,Predicted_Winner,Prob_Team_A_Wins,Prob_Team_B_Wins,AdjOE_diff,AdjDE_diff,EFG%_diff,EFGD%_diff,TOR_diff,TORD_diff,ORB_diff,DRB_diff,ADJ T_diff,WAB_diff
2026,Duke,Utah St.,Duke,0.8631587181508708,0.13684128184912925,5.131999999999991,-11.285199999999989,0.19999999999999574,-3.3999999999999986,0.29999999999999893,-2.5,5.0,-7.400000000000002,-1.7508000000000123,9.67697
2026,Duke,Wisconsin,Duke,0.7295298413965964,0.2704701586034036,0.9739999999999895,-10.839199999999991,2.299999999999997,-5.099999999999994,2.8999999999999986,3.700000000000001,8.700000000000003,-3.3999999999999986,-2.8911000000000087,8.29253
2026,Duke,High Point,Duke,0.9807484842942747,0.019251515705725253,12.465999999999994,-16.7012,2.0999999999999943,-3.8999999999999986,2.6999999999999993,-3.799999999999997,6.0,-6.899999999999999,-4.086200000000005,15.10209
2026,Duke,Hawaii,Duke,0.9890876412304828,0.010912358769517239,21.287999999999982,-11.033199999999994,4.799999999999997,-0.19999999999999574,-3.1999999999999993,1.2000000000000028,6.700000000000003,-0.1999999999999993,-3.778100000000009,17.4066
2026,Duke,Texas,Duke,0.8996107524503706,0.10038924754962941,4.129999999999981,-15.590199999999996,2.5999999999999943,-5.0,0.3999999999999986,4.700000000000001,2.3999999999999986,-2.099999999999998,-1.2957999999999998,13.879861
2026,Duke,Gonzaga,Duke,0.8200653297603154,0.17993467023968457,7.847999999999985,-3.2112999999999943,0.5,0.0,2.0,-2.3999999999999986,3.3000000000000043,-1.0999999999999979,-3.1295000000000073,6.3032900000000005
2026,Duke,Kennesaw St.,Duke,0.9889051005555753,0.011094899444424655,17.350999999999985,-18.70519999999999,6.099999999999994,-2.299999999999997,-1.0,2.0,2.6000000000000014,-6.5,-5.463800000000006,21.6482
2026,Duke,Miami FL,Duke,0.9057467056982371,0.09425329430176288,7.069999999999993,-10.644199999999998,1.1999999999999957,-5.5,-0.5,-0.29999999999999716,1.1000000000000014,-1.5,-2.126800000000003,9.82038
2026,Duke,Missouri,Duke,0.8826992772059143,0.11730072279408565,8.211999999999989,-12.243200000000002,1.5,-5.199999999999996,-2.3000000000000007,1.5,2.6000000000000014,-6.599999999999998,-0.5768000000000058,12.51643
2026,Duke,Purdue,Duke,0.5235081899281402,0.4764918100718598,-5.154000000000025,-9.44919999999999,-0.8000000000000043,-6.099999999999994,2.1999999999999993,2.5000000000000018,1.8000000000000043,-1.5999999999999979,1.3664999999999878,4.4802
2026,Duke,Queens,Duke,0.9939310013396425,0.006068998660357483,13.478999999999985,-26.307199999999995,0.19999999999999574,-7.799999999999997,0.8999999999999986,3.1000000000000014,7.700000000000003,-8.2,-3.699300000000008,20.63637
2026,Duke,Michigan,Duke,0.5179496741403071,0.4820503258596929,0.5069999999999908,-0.23529999999999518,-1.3000000000000043,1.5,-1.0,2.6000000000000014,2.700000000000003,-2.8999999999999986,-5.413000000000011,-0.3257999999999992
2026,Duke,Howard,Duke,0.9954529032917616,0.004547096708238385,24.676999999999992,-15.4272,6.199999999999996,-1.1999999999999957,-4.100000000000001,-3.1999999999999993,1.5,-7.199999999999999,-3.2450000000000045,20.53986
2026,Duke,Georgia,Duke,0.8596684535073292,0.14033154649267077,3.8049999999999926,-13.9602,2.1999999999999957,-3.8999999999999986,1.3999999999999986,-0.29999999999999716,2.8999999999999986,-10.099999999999998,-6.222999999999999,11.06803
2026,Duke,Saint Louis,Duke,0.9531670786706516,0.046832921329348354,8.649999999999991,-11.44619999999999,-2.9000000000000057,1.4000000000000057,-1.6999999999999993,2.0,7.0,-2.1999999999999993,-5.211000000000013,11.79799
2026,Duke,Texas Tech,Duke,0.6057788674815623,0.3942211325184377,1.853999999999985,-8.006900000000002,0.5999999999999943,-3.1999999999999957,-0.20000000000000107,3.400000000000002,4.800000000000004,-5.300000000000001,-0.6052999999999997,8.61274
2026,Duke,Hofstra,Duke,0.9658495813925049,0.034150418607495125,14.987999999999985,-14.089199999999991,5.299999999999997,0.30000000000000426,-0.40000000000000213,3.1000000000000014,3.200000000000003,-5.699999999999999,1.0890999999999877,18.33805
2026,Duke,Tennessee,Duke,0.68160710004483,0.31839289995516995,6.665999999999983,-4.71159999999999,5.199999999999996,-1.5,-1.4000000000000021,1.8000000000000007,-7.0,-3.099999999999998,0.5780999999999921,9.55313
2026,Duke,Miami OH,Duke,0.986323299111494,0.013676700888506033,11.478999999999985,-16.7872,-2.4000000000000057,-4.599999999999994,1.1999999999999993,0.6000000000000014,12.8,-3.3000000000000007,-4.138800000000003,11.21455
2026,Duke,Virginia,Duke,0.7595306482073758,0.2404693517926242,5.900999999999982,-5.033999999999992,2.1999999999999957,0.9000000000000057,-0.3000000000000007,2.5000000000000018,0.20000000000000284,-4.399999999999999,0.22529999999999006,5.90623
2026,Duke,Wright St.,Duke,0.9830065785734186,0.016993421426581445,15.795999999999992,-18.2162,2.3999999999999986,-5.899999999999999,-0.6000000000000014,1.6000000000000014,4.899999999999999,-4.399999999999999,-1.1740000000000066,20.237650000000002
2026,Duke,Kentucky,Duke,0.852942520179551,0.14705747982044903,8.246999999999986,-9.170299999999997,3.6999999999999957,-2.5999999999999943,0.6999999999999993,2.3000000000000007,4.300000000000004,-5.300000000000001,-2.5164000000000044,10.37637
2026,Duke,Santa Clara,Duke,0.8224590582257828,0.1775409417742172,3.151999999999987,-12.944199999999995,2.1999999999999957,-5.599999999999994,0.09999999999999964,-2.0,1.3999999999999986,-7.4999999999999964,-3.45450000000001,11.52773
2026,Duke,Iowa St.,Duke,0.5457465648503461,0.4542534351496539,4.394999999999982,-1.8171999999999997,0.29999999999999716,-3.299999999999997,0.5999999999999996,-4.299999999999997,2.8000000000000043,-3.3000000000000007,-1.1587999999999994,6.27694
2026,Duke,Tennessee St.,Duke,0.9973708896834592,0.0026291103165407836,20.36499999999998,-21.05319999999999,6.699999999999996,-5.0,-0.8000000000000007,-1.8999999999999986,3.200000000000003,-5.099999999999998,-4.333700000000007,19.32487
2026,Siena,TCU,TCU,0.07605925571269857,0.9239407442873014,-7.647000000000006,9.266600000000011,-0.29999999999999716,-2.3999999999999986,0.5,-2.599999999999998,-2.5,-0.1999999999999993,-2.9492000000000047,-10.15219
2026,Siena,St. John's,St. John's,0.018782425209097987,0.981217574790902,-12.597999999999999,14.81580000000001,-0.3999999999999986,1.2000000000000028,1.3000000000000007,-2.299999999999997,-4.0,-1.1999999999999993,-4.973400000000012,-15.04027
