
"UC Santa Barbara",102.683,100.702,0.555772,16-14,16,30,51.6,47.3,37.3,42.3,21.9,20,28.2,31.9,64.3001,49.6,43.1,36.6,36.6,0,0,60.2,59,36.8,35.6,64.3001,,,,2011,,,,-6.67969,76.2,
"Arkansas Pine Bluff",89.0072,112.618,0.0626325,7-24,7,31,44.9,52.4,40.1,55.4,24.2,22.3,26.9,31.5,66.1861,41.4,50.8,34.4,37.1,0,0,56.9,64,34.5,33.4,66.1861,,,,2011,,,,-18.4672,62.7,
"Portland St.",103.6,113.962,0.250441,13-16,13,29,49.9,53.4,38.4,30,18.2,19.3,29.5,35.7,66.8046,48.3,53.9,35.1,35,0,0,52.5,51.7,35.7,31.6,66.8046,,,,2011,,,,-11.8558,72.8,
Indiana,109.65,101.049,0.718989,12-20,12,32,51.6,49.6,36.9,50.2,19.8,19.7,32.6,30.9,64.9648,51.4,47,34.6,36.4,0,0,49.8,53.6,31.9,34.2,64.9648,,,,2011,,,,-6.35377,72.6,
Louisiana,99.0368,104.025,0.362373,13-14,13,27,47.9,48.7,44.2,46.5,21.8,20.4,35.4,31.7,67.8032,46.5,47.5,34.6,34.3,0,0,41.3,44.6,26.7,30,67.8032,,,,2011,,,,0,67.5,
"Central Michigan",92.1828,101.43,0.249871,9-21,9,30,43.2,50.4,33.1,52.9,21,22.4,32.3,30.1,62.9479,40.7,48.8,33.3,36.7,0,0,41.1,50.2,27.7,25.9,62.9479,,,,2011,,,,-15.5603,63,
Brown,103.688,108.878,0.363179,10-17,10,27,50.6,50.9,35.8,30.2,17.4,15.4,22.3,28.4,67.8883,49.4,50.3,35,34.7,0,0,58,51,39.1,32.4,67.8883,,,,2011,,,,-12.3938,75.7,
Columbia,101.372,104.334,0.417952,14-13,14,27,47.6,50.7,36.4,39.5,18.3,18.5,34.2,27.1,66.8395,46.3,49.1,34.1,36.8,0,0,46.1,51.5,28,26.4,66.8395,,,,2011,,,,-8.17795,71.8,
"UC Irvine",102.355,107.087,0.372911,12-19,12,31,48.1,49.7,42.1,40.4,17.5,19.4,25.7,30.8,69.9473,45.8,49.9,34.8,32.9,0,0,49.1,53.1,35.8,37.4,69.9473,,,,2011,,,,-13.1117,73.7,
Montana,101.279,97.04,0.620494,19-11,19,30,50.2,44.7,41.4,34.9,19.2,20.1,31,31.7,62.3441,51.6,43.1,31.2,32.5,0,0,54.6,43.8,28.4,29.1,62.3441,,,,2011,,,,-4.77638,66.3,
UAB,108.384,96.7078,0.787651,22-9,22,31,50.8,45.9,29.7,32.4,19.3,19.2,33.4,30.6,61.6705,50.3,45.7,34.2,31,0,0,55.6,48.5,40.5,29.7,61.6705,,,,2011,,,,-0.0692343,71.7,
Tulane,101.827,105.016,0.412272,10-17,10,27,49.1,52,35.9,38.2,19.2,23,30.5,31.8,64.3218,46.5,51.5,35.6,35.4,0,0,56.6,59.7,37.9,32.8,64.3218,,,,2011,,,,-10.4924,69.8,
FIU,101.488,111.72,0.248884,9-19,9,28,48.5,51.4,49.8,42.6,21,21.2,32,37.4,67.882,48,50.8,33,35,0,0,44.4,54.4,30.3,36.5,67.882,,,,2011,,,,-14.7907,68.7,
BYU,117.187,95.2339,0.915716,31-5,31,36,51.6,46.7,38.1,33.6,15.2,20.2,30.8,28.5,70.022,50.2,45.2,35.9,33.3,0,0,52.1,51.9,37.8,30.5,70.022,,,,2011,,,,7.24233,76.2,
"Illinois Chicago",96.4748,103.995,0.296671,6-24,6,30,46.4,50.6,30.7,35.4,24.3,17.9,35.8,31.5,64.1553,46.3,48.9,30.9,36.4,0,0,49.3,53.6,27.1,30.5,64.1553,,,,2011,,,,-15.6008,67.1,
