
"UC Santa Barbara",100.635,97.3842,0.593295,19-10,19,29,50.7,48,45.4,39.4,22.6,22,27.6,32.5,65.9365,47.5,48.9,37.6,31,0,0,60.9,57.5,35.9,39.9,65.9365,,,,2010,,,,-4.00154,68.2,
"Arkansas Pine Bluff",91.8344,98.2178,0.315872,17-16,17,33,44.8,45.8,47.9,54.6,24.4,20.4,35.4,27.3,65.3604,44.7,44.5,30,32.4,0,0,57.4,56.2,26.3,30.9,65.3604,,,,2010,,,,-7.9281,66.7,
"Portland St.",110.042,115.484,0.364687,11-19,11,30,54.6,55.2,33.9,35.9,18.8,18.5,32.6,37.6,65.9367,53.3,53,37.9,40,0,0,46.8,56.4,37,31,65.9367,,,,2010,,,,-12.53,70.9,
Indiana,102.373,102.57,0.494471,10-21,10,31,46.4,49.7,41.8,41.1,23,20.6,35.6,35.9,67.44,44.5,49.9,34.1,32.9,0,0,53.3,57.4,27.8,32.7,67.44,,,,2010,,,,-9.31571,69.1,
Louisiana,99.3145,104.29,0.363043,12-16,12,28,50.2,48.4,32.2,47.4,19.2,21.7,30.2,35.5,65.5333,50.8,46.6,32.7,34.8,0,0,47.6,48.2,31.2,30.5,65.5333,,,,2010,,,,0,66.7,
"Central Michigan",102.425,103.181,0.478859,14-15,14,29,48,47.9,38.2,54.9,22.1,23.4,35.5,32.5,63.0932,42.8,46.2,37.4,34.3,0,0,49.5,50.3,39,31.8,63.0932,,,,2010,,,,-9.4742,66.6,
Brown,100.708,111.716,0.23274,9-20,9,29,50.2,50.1,37.8,24.8,19.4,14.8,22.2,33.4,65.8531,49.7,48.9,34,35.3,0,0,57,50.2,36.8,30.6,65.8531,,,,2010,,,,-14.0944,73.9,
"Wright St.",108.529,97.0756,0.782893,20-12,20,32,51.4,49.4,34.1,44.2,18.5,24.8,31.6,30.1,61.8228,49.2,47.5,36.6,35.5,0,0,57.7,54.3,38.8,32.9,61.8228,,,,2010,,,,-3.92311,73.3,
"UC Irvine",100.838,110.787,0.253112,12-18,12,30,47,51,36.9,45.5,17.2,20.1,31.1,33,63.2032,45.3,47.5,34,39.4,0,0,55.5,51.6,31.1,30.4,63.2032,,,,2010,,,,-13.5956,72,
Montana,105.475,101.151,0.618093,20-10,20,30,54.2,47.6,36.8,38.8,19.1,19.5,30.2,29.6,61.5864,51.9,44.8,39.3,36,0,0,49.3,46.1,32.3,30.4,61.5864,,,,2010,,,,-4.4873,71.9,
UAB,104.743,92.0817,0.814809,25-9,25,34,47.1,45.1,45.7,37.6,20.3,21.4,35.7,28.2,64.0481,47.4,44.4,31.1,31.3,0,0,51.1,48.2,31.5,28.4,64.0481,,,,2010,,,,-0.0164902,69.4,
Tulane,95.7481,100.054,0.376149,8-22,8,30,44.9,49.9,38.2,44.5,20.8,23.3,29.6,36,64.8066,43.1,51.1,32.4,31.2,0,0,51.6,53,32.3,28,64.8066,,,,2010,,,,-14.6706,69.3,
FIU,98.3401,114.046,0.153948,6-25,6,31,46.2,56,32.1,38.3,19.3,21.3,30.7,34.9,67.5948,47.5,54.7,28.9,38.8,0,0,50.1,59.4,32.1,37.1,67.5948,,,,2010,,,,-19.4629,69.2,
BYU,117.662,94.5906,0.924837,29-6,29,35,54.9,46.6,38.9,36.4,15.9,22,30.8,28.1,70.3058,51.3,44.6,41.4,33.8,0,0,54.9,53.7,33.2,32.3,70.3058,,,,2010,,,,4.08949,79,
"Illinois Chicago",97.173,103.893,0.316709,7-22,7,29,43.7,50.6,32.9,41,19,21.5,27.5,35.3,67.2313,42.6,49.8,30.5,34.8,0,0,48.5,58.8,34.3,35.2,67.2313,,,,2010,,,,-14.5594,71.8,
Xavier,116.619,95.8412,0.905213,26-9,26,35,52.2,45.6,41.9,32.9,18,17.8,35.2,29.9,68.329,50.1,46,37.7,29.8,0,0,51.4,53.1,31.9,31.2,68.329,,,,2010,,,,2.88553,71.1,
Charlotte,108.056,101.226,0.679361,19-12,19,31,47.4,47.1,42.5,32,19.1,17.7,35.5,32.9,66.9063,47.8,47.7,31.1,30.7,0,0,54.1,54,35.7,36.5,66.9063,,,,2010,,,,-2.32364,73.3,
Canisius,100.536,103.823,0.408563,15-17,15,32,47,47.8,33.7,31.6,21.8,19.5,35,33.5,65.1547,46.9,47.2,31.5,32.6,0,0,54.2,55.2,36.9,34.7,65.1547,,,,2010,,,,-11.3357,70.1,
"Wake Forest",107.575,93.6281,0.831582,20-11,20,31,47,43.8,40.8,38.5,21.1,19.1,38.8,33.7,68.5407,47.2,43.8,30.8,29.2,0,0,45.5,48,23.3,32.4,68.5407,,,,2010,,,,1.04596,65.7,
"Florida Atlantic",102.43,107.789,0.357444,12-16,12,28,49,51.5,32.5,44.7,17.6,20.5,31.6,34,67.8417,44.8,47.8,38.5,42.1,0,0,54.9,49.9,32.5,23.9,67.8417,,,,2010,,,,-10.9313,66.5,
Northeastern,105.254,96.1866,0.738073,20-13,20,33,50,46.2,34.7,28.9,18.8,22.5,30.7,36.7,60.1151,49.5,44,34.1,34.4,0,0,51,50.2,30,28.9,60.1151,,,,2010,,,,-4.15219,72,
"Robert Morris",100.344,101.39,0.47022,23-12,23,35,48.9,46.9,46,47.8,21.9,23.1,34.6,32.5,65.7253,46.7,46,36.1,32.1,0,0,53.1,57,29.2,38.2,65.7253,,,,2010,,,,-6.35812,66.6,
Seattle,99.4529,100.82,0.460836,17-14,17,31,48.5,51.4,43.9,51.6,22.1,23.6,36.6,28.4,78.3407,48,52.1,33.3,32.9,0,0,42.7,53.8,24.8,28.5,78.3407,,,,2010,,,,-8.45443,64.6,
Villanova,117.467,96.5986,0.904588,25-8,25,33,52.2,47.4,43.9,49.1,18.9,21.1,37.7,32,70.7961,50.3,45.5,37.3,33.6,0,0,49.8,58.8,34.5,38.5,70.7961,,,,2010,,,,5.49247,75.5,
Howard,88.2365,110.261,0.0715912,7-25,7,32,42.7,51.4,40.9,33.2,22.4,18.4,32.1,33.7,64.2557,41.8,51.9,29.7,33.3,0,0,48.2,48.7,35.2,28.2,64.2557,,,,2010,,,,-20.8837,59.2,
