Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,WAB,Season
Utah St.,110.623,91.8857,0.894179,52.2,43.4,18.4,18.8,34.0,26.0,61.8866,3.82997,2011
Kentucky,119.308,93.3652,0.94373,52.3,44.2,16.1,18.2,34.3,30.7,64.8352,5.16692,2011
Princeton,107.23,98.6302,0.7234,52.0,47.1,18.7,18.3,31.1,26.9,62.4115,-0.110237,2011
Morehead St.,105.083,99.8368,0.643131,50.6,49.6,23.3,22.6,41.1,27.8,63.0508,-3.42583,2011
Louisville,111.798,90.6009,0.918162,52.6,44.5,19.0,23.4,34.8,35.2,66.5853,4.55588,2011
Pittsburgh,119.756,94.0806,0.941311,52.9,45.1,18.4,17.5,42.9,28.6,62.1525,7.49206,2011
Richmond,112.311,97.6339,0.833481,53.1,45.1,16.3,19.4,28.6,33.4,61.8579,1.83305,2011
Vanderbilt,116.998,99.299,0.868325,52.9,46.0,19.0,17.5,32.9,32.1,66.3105,1.80023,2011
San Diego St.,113.722,90.9329,0.929025,50.5,44.1,16.9,19.4,37.5,29.8,62.1511,8.73689,2011
Northern Colorado,105.924,102.656,0.589121,49.8,48.8,21.6,20.1,35.3,29.0,66.073,-4.46272,2011
Temple,110.216,94.5608,0.853438,50.0,46.3,16.3,19.9,32.1,28.7,64.0903,2.19486,2011
Penn St.,113.119,97.9588,0.839531,50.1,50.7,17.6,18.0,32.2,30.2,59.3638,1.46772,2011
UCLA,109.207,94.5566,0.839767,50.2,46.3,21.9,17.9,36.1,31.5,65.1464,1.30895,2011
Michigan St.,109.177,95.2197,0.828208,48.6,47.8,20.1,18.0,34.6,28.8,65.1413,1.97302,2011
West Virginia,115.534,95.2185,0.902387,48.5,45.9,18.8,18.6,40.2,35.5,62.1439,2.92742,2011
Wisconsin,123.053,97.8279,0.933277,51.8,48.2,13.1,16.8,33.8,27.1,56.49,5.63691,2011
Belmont,111.629,94.8727,0.866501,54.2,46.1,19.7,27.3,37.4,32.1,67.9089,1.11512,2011
Arizona,118.691,98.0063,0.900446,54.1,48.6,18.8,18.5,34.0,29.2,64.8621,4.62388,2011
Memphis,104.775,97.2866,0.701158,50.5,46.8,21.9,21.3,35.3,35.0,67.6767,0.0735346,2011
Duke,120.595,91.4723,0.960021,53.7,44.5,17.2,21.0,35.1,33.2,68.4869,9.28864,2011
Hampton,94.2248,99.2604,0.354634,45.9,43.1,18.0,22.8,29.3,35.9,65.6448,-5.43245,2011
Florida St.,103.714,87.994,0.868787,49.0,42.4,22.9,21.9,35.6,30.7,67.6725,1.11115,2011
Texas A&M,108.817,95.9881,0.808853,49.3,46.6,20.3,20.8,37.6,29.5,61.2837,2.40645,2011
George Mason,112.537,97.1056,0.845022,53.2,46.6,17.0,20.5,32.9,31.3,64.3818,1.18831,2011
Villanova,114.798,97.7569,0.863885,49.5,46.3,18.0,18.2,35.8,30.2,64.9133,1.36279,2011
Illinois,114.876,92.5405,0.923183,52.9,45.7,19.2,18.3,31.7,31.5,65.1871,1.35475,2011
UNLV,110.686,92.9108,0.882175,50.9,46.0,18.6,24.0,33.1,31.7,66.515,2.82221,2011
Kansas,120.868,90.9616,0.963349,57.0,44.5,19.1,20.1,36.7,27.9,67.9962,10.2174,2011
Boston University,103.05,103.983,0.474135,47.3,46.0,19.0,18.0,34.1,34.3,62.3372,-7.40932,2011
Marquette,115.183,97.8023,0.86774,51.0,49.9,18.0,20.5,36.1,33.2,66.1422,0.593005,2011
Xavier,111.977,97.2823,0.834488,51.2,46.5,18.2,18.9,32.4,27.7,64.4611,2.40337,2011
Michigan,112.825,94.8209,0.880724,52.3,48.9,16.2,18.8,25.2,29.3,61.2337,1.61708,2011
Tennessee,109.339,95.3394,0.828589,47.6,47.9,19.8,20.7,37.8,32.3,65.7116,-1.06168,2011
North Carolina,112.688,90.6689,0.924157,49.1,46.2,18.3,19.6,37.1,30.1,70.3666,7.28522,2011
LIU,107.913,104.309,0.596437,51.9,48.3,20.1,19.8,37.4,32.3,73.4616,0.0,2011
Notre Dame,123.132,98.1068,0.931681,53.5,46.7,16.4,15.8,33.4,29.5,63.0443,7.66416,2011
Akron,102.91,99.1693,0.604867,49.6,46.7,17.5,20.5,28.1,32.7,65.6886,-5.48574,2011
Ohio St.,125.961,91.8423,0.97424,56.3,48.3,15.8,23.2,35.7,28.4,63.7552,11.6897,2011
Purdue,115.19,92.0381,0.929585,50.7,46.0,15.7,21.2,32.4,29.7,65.6169,6.97785,2011
Saint Peter's,94.9334,92.1891,0.583543,45.5,42.4,22.9,21.6,32.1,34.3,63.6043,-5.73657,2011
Syracuse,114.973,93.2116,0.917815,53.2,45.2,18.8,20.7,36.6,33.5,64.9143,5.98755,2011
Indiana St.,103.525,97.2836,0.671537,48.8,46.3,21.4,19.4,31.2,30.2,64.6785,-4.09511,2011
Texas,115.462,90.0191,0.945966,50.2,42.5,17.3,18.8,38.2,30.6,65.4685,5.40672,2011
Oakland,117.864,105.103,0.788817,55.8,49.5,18.6,16.5,36.4,32.0,71.2301,0.365479,2011
Georgetown,113.228,97.0348,0.855065,54.1,46.8,20.8,17.5,33.7,32.3,63.599,4.23625,2011
Washington,118.37,97.1452,0.906575,53.7,46.4,16.8,20.4,37.7,31.9,70.4032,1.74202,2011
Georgia,110.004,95.115,0.841902,49.5,44.8,20.4,18.2,36.8,31.7,63.1931,0.140875,2011
