Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,Season,WAB
UC Santa Barbara,108.387,97.5121,0.77134,52.6,47.8,16.4,20.5,28.2,24.3,65.3456,2021,0.123402
Arkansas Pine Bluff,90.9951,114.47,0.0666493,43.2,54.1,22.5,18.4,27.2,32.2,67.6962,2021,-15.8722
Toledo,112.905,101.934,0.764147,54.0,48.5,15.6,17.4,29.7,30.8,68.7062,2021,-2.03578
Indiana,107.77,94.7601,0.814502,48.5,48.8,17.2,17.6,25.5,27.4,66.0943,2021,-1.3134
Louisiana,101.136,104.691,0.401956,50.3,48.4,20.4,17.2,32.2,27.9,70.9211,2021,0.0
Central Michigan,99.4865,111.304,0.215724,48.7,54.0,17.9,18.2,26.6,32.2,72.1099,2021,-12.387
Wright St.,106.942,97.2933,0.747895,54.4,45.1,18.0,16.7,34.2,25.1,71.1082,2021,-3.52399
UC Irvine,99.5684,94.3507,0.64999,47.3,45.6,18.9,18.2,31.1,24.7,67.5358,2021,-3.37572
Furman,108.45,100.953,0.69503,56.7,51.5,17.8,20.5,26.3,27.4,67.916,2021,-4.61496
UAB,102.545,94.6349,0.715689,48.6,47.0,15.6,23.6,29.0,25.4,67.2865,2021,-2.61717
Tulane,99.0148,98.1158,0.526197,44.2,49.7,16.6,22.1,22.9,30.6,67.1514,2021,-5.89275
FIU,96.9853,107.977,0.225373,50.5,53.9,20.9,21.5,25.8,33.6,70.3227,2021,-13.562
BYU,112.949,93.984,0.892237,54.9,46.9,19.0,15.7,28.7,23.4,67.8031,2021,3.55014
Illinois Chicago,93.2481,104.995,0.203512,49.7,48.0,18.9,14.2,23.7,27.6,68.3397,2021,-10.1842
Xavier,109.749,97.6019,0.793964,52.1,47.6,15.8,16.4,26.8,27.3,68.1393,2021,-0.764505
Charlotte,96.0888,103.962,0.287882,49.2,50.9,20.1,18.4,21.6,24.7,62.6578,2021,-11.5192
Canisius,98.668,107.118,0.279889,47.0,50.5,16.8,20.2,26.6,26.8,70.4805,2021,-4.75375
Wake Forest,101.935,101.178,0.52139,49.0,54.5,20.0,17.9,26.2,25.9,66.5678,2021,-7.09244
Florida Atlantic,102.269,101.337,0.526305,51.4,49.7,20.4,18.6,31.6,23.3,68.1033,2021,-7.21901
Northeastern,98.0425,98.6146,0.483281,51.6,48.3,19.5,17.2,20.2,26.3,67.0787,2021,-4.38914
Robert Morris,98.7138,111.487,0.197921,50.5,54.6,19.0,18.7,29.5,33.5,66.8081,2021,-12.2352
Seattle,98.2837,102.015,0.394476,46.5,50.5,15.7,21.7,26.3,30.1,69.1169,2021,-7.76245
Villanova,118.462,96.8015,0.910698,53.2,51.0,13.7,18.4,27.7,25.7,64.1365,2021,3.06474
Howard,96.1477,114.64,0.116807,51.1,53.5,18.5,12.6,20.4,31.2,70.5439,2021,-3.3803
Utah St.,104.324,90.3578,0.839272,49.8,45.6,20.1,19.5,35.3,21.4,68.7413,2021,-1.13157
