Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,Season,WAB
Nebraska Omaha,109.163,108.781,0.510078,51.9,53.1,16.6,20.3,28.1,31.6,76.2657,2016,-7.4315
DePaul,104.699,105.244,0.485097,49.4,51.4,21.5,17.8,30.7,29.9,67.2046,2016,-9.24376
UT Rio Grande Valley,94.9826,116.33,0.0885502,47.2,52.1,17.7,14.4,23.0,35.7,67.5537,2016,-16.8178
Chicago St.,91.8461,113.452,0.080948,42.6,54.5,20.4,19.0,29.5,33.4,69.4794,2016,-21.0122
South Dakota,105.743,111.012,0.36371,51.7,54.2,16.4,19.0,25.0,30.2,70.5876,2016,-11.4077
Montana St.,107.392,112.58,0.367591,50.8,53.9,17.3,16.9,33.0,27.5,68.4264,2016,-12.142
Oklahoma St.,106.304,98.1393,0.714848,48.3,47.1,19.1,17.5,28.8,32.3,64.1603,2016,-6.84484
Wagner,100.562,102.115,0.456034,47.6,46.8,19.6,20.7,36.9,27.5,65.7352,2016,-6.85034
Bethune Cookman,98.4819,111.402,0.195031,47.1,49.7,18.5,18.0,32.0,35.7,66.8517,2016,-13.6678
Wofford,105.71,108.365,0.429161,51.7,54.0,18.0,17.6,26.2,25.9,65.2477,2016,-10.2642
Cal Poly,107.631,110.607,0.422221,48.0,53.2,15.1,15.9,30.1,28.3,66.3801,2016,-11.87
Towson,105.414,104.206,0.533077,46.9,48.4,17.9,17.7,38.3,27.3,65.6578,2016,-6.04528
Delaware St.,89.6645,113.764,0.0607909,44.8,51.6,21.1,19.9,27.2,38.8,66.1995,2016,-19.8851
Prairie View A&M,89.4046,107.811,0.104067,41.8,50.7,21.8,23.4,30.7,36.3,68.8119,2016,-18.2173
Alcorn St.,97.7976,112.257,0.169977,45.6,51.0,21.1,17.3,34.8,31.9,65.5535,2016,-11.3197
Liberty,98.7707,111.827,0.193449,53.1,53.0,21.3,18.1,21.0,29.5,63.0384,2016,-13.8822
UNC Wilmington,110.371,101.938,0.713824,51.2,47.5,15.9,19.9,32.1,30.1,70.4376,2016,-0.601301
Presbyterian,93.9129,110.706,0.131027,47.3,52.5,21.0,19.0,26.0,31.4,67.4931,2016,-15.617
Michigan,114.228,100.324,0.816462,54.5,51.4,14.5,17.9,24.8,26.4,65.4309,2016,0.880763
East Carolina,103.186,105.085,0.447774,49.0,51.2,19.4,18.4,28.8,32.3,67.0687,2016,-10.4739
Northwestern,110.886,100.216,0.761979,52.5,46.5,15.8,16.4,30.5,28.3,63.575,2016,-1.89956
Eastern Illinois,100.256,109.379,0.268638,49.9,51.4,18.0,19.5,26.8,34.7,66.9182,2016,-12.1889
Buffalo,106.116,103.357,0.575156,49.6,49.8,18.8,17.7,31.8,28.7,72.0502,2016,-5.64748
Northern Kentucky,100.302,108.858,0.280624,50.3,50.2,19.7,16.1,26.5,29.4,67.2472,2016,-13.8732
Valparaiso,107.476,92.7561,0.844731,50.7,44.5,19.0,18.5,35.2,24.8,66.5689,2016,0.608182
Elon,105.879,106.176,0.491964,51.8,50.3,17.7,15.8,27.2,29.8,71.4648,2016,-8.32155
Appalachian St.,101.634,111.561,0.255075,47.2,51.2,21.0,15.9,33.0,32.3,70.3854,2016,-15.0267
Oklahoma,119.094,94.4961,0.934658,54.3,47.2,18.3,17.7,31.2,30.5,69.9282,2016,7.87503
Mississippi St.,109.482,100.153,0.735799,51.7,48.9,18.0,18.5,29.7,32.9,69.32,2016,-6.22892
St. John's,97.2176,101.929,0.367213,45.4,51.1,20.9,20.1,27.5,30.9,72.0225,2016,-11.2523
Long Beach St.,108.935,101.017,0.704293,49.7,51.1,17.4,19.8,27.7,30.6,69.9762,2016,-2.93879
Samford,102.158,108.686,0.329074,49.9,51.5,19.5,20.9,29.6,32.2,68.0447,2016,-13.638
Eastern Washington,112.62,113.852,0.468745,56.4,54.0,16.1,15.9,26.7,29.2,68.5392,2016,-10.5545
Kansas St.,109.333,95.053,0.833358,47.6,49.0,20.3,20.8,37.0,31.0,66.7438,2016,-1.44395
Pepperdine,106.413,103.771,0.571785,49.0,49.8,16.0,16.1,30.3,29.8,67.5325,2016,-4.90403
Charleston,97.5462,94.4864,0.590616,47.4,48.1,19.5,21.6,30.4,26.9,64.0534,2016,0.0
Grambling St.,86.9751,111.181,0.0560578,43.8,50.8,21.7,20.0,24.9,32.5,66.0348,2016,-19.6065
Texas Southern,106.242,109.647,0.410275,51.8,49.2,19.3,15.8,35.3,28.4,67.5327,2016,-7.573
Colorado,108.62,96.1815,0.801968,48.4,46.8,18.8,15.4,34.8,24.8,69.0143,2016,0.727728
VMI,97.1203,111.69,0.166944,47.1,53.0,18.5,18.7,26.3,34.0,68.3648,2016,-15.8981
Auburn,101.283,103.526,0.437357,47.3,50.5,18.9,17.8,27.9,32.3,71.5992,2016,-8.22751
New Orleans,96.4427,112.686,0.143067,45.1,52.9,19.7,21.4,34.8,33.5,71.8126,2016,-16.3348
Idaho St.,99.4029,108.8,0.261376,50.1,51.7,18.3,17.4,24.7,28.4,70.1169,2016,-10.7412
Columbia,112.9,106.885,0.652392,53.5,51.5,15.9,19.0,28.5,26.9,65.0163,2016,-4.10891
IU Indy,98.7256,103.084,0.378301,46.9,51.1,18.9,18.1,27.7,28.1,68.6831,2016,-10.7764
Western Carolina,100.21,105.055,0.367503,48.8,51.0,20.0,20.8,30.4,32.7,69.1456,2016,-10.2392
Eastern Kentucky,106.712,110.094,0.411243,56.0,53.1,20.3,20.3,27.0,34.2,72.2916,2016,-10.3633
Penn,99.2858,108.009,0.275182,49.0,49.8,19.4,16.7,27.9,30.5,67.7528,2016,-10.7408
South Carolina St.,102.976,113.459,0.246974,49.8,50.7,17.0,17.5,29.1,31.4,67.577,2016,-9.36173
Idaho,99.2192,103.653,0.376886,48.7,49.5,22.7,18.9,34.4,25.3,65.774,2016,-7.42573
Stony Brook,105.715,100.306,0.646583,52.2,47.6,17.3,18.4,34.8,26.0,66.8597,2016,-0.960455
Evansville,107.175,97.7537,0.742339,53.4,45.9,18.2,18.4,24.5,25.0,68.6496,2016,-1.34445
Saint Peter's,96.1924,102.051,0.336292,47.7,47.8,19.5,17.7,30.4,26.3,64.7462,2016,-10.5373
Virginia,120.779,92.1377,0.957418,54.8,48.4,15.1,18.8,29.9,25.2,60.9455,2016,8.65078
UCF,100.868,103.169,0.435513,49.2,47.1,21.3,13.4,31.3,30.5,67.7018,2016,-9.95158
Drexel,99.8179,106.596,0.319607,44.3,52.5,16.8,18.1,27.7,28.8,64.6351,2016,-16.2059
Charleston Southern,98.9471,111.462,0.202679,50.0,54.0,17.9,16.1,24.7,26.9,68.3483,2016,-15.3867
Northern Iowa,110.67,97.6282,0.808755,53.2,48.7,15.2,18.5,17.7,27.4,62.8071,2016,-1.97994
South Carolina,108.908,96.3188,0.804181,48.5,47.4,18.9,20.5,37.5,29.5,70.3436,2016,1.84842
Lamar,96.3702,114.045,0.126021,47.4,52.0,20.5,19.4,33.4,31.9,71.9217,2016,-15.7822
Kentucky,123.868,96.2902,0.94766,53.5,44.5,16.2,18.0,37.5,31.9,67.3432,2016,5.02245
Lafayette,100.053,115.031,0.167379,50.5,52.9,18.2,16.7,22.3,32.9,69.5769,2016,-19.2242
North Carolina Central,98.4503,111.922,0.1862,47.7,50.0,20.4,18.5,33.9,31.1,65.6736,2016,-15.4693
Iowa,115.594,96.7808,0.885219,51.3,48.0,14.8,18.8,31.9,31.3,68.9406,2016,2.01329
Alabama,106.11,97.4139,0.727761,49.6,46.6,19.9,18.2,28.3,34.6,64.8083,2016,-0.633539
Tennessee Tech,107.516,112.125,0.381619,52.4,50.6,17.8,16.0,27.6,31.9,69.1533,2016,-5.83719
NJIT,101.707,105.87,0.38668,51.8,51.3,18.2,19.2,26.8,31.1,69.0174,2016,-8.59011
Alabama A&M,99.4494,114.29,0.168039,46.6,50.5,17.6,17.0,31.6,31.7,65.2795,2016,-14.8826
Dartmouth,99.9382,104.43,0.376214,47.5,52.7,20.8,20.9,32.8,29.7,67.287,2016,-12.2846
La Salle,100.157,106.249,0.336473,47.7,53.3,18.8,19.1,24.9,34.3,66.0679,2016,-12.5171
Tulsa,110.378,100.73,0.741126,50.3,48.2,15.6,20.4,28.0,30.5,68.4557,2016,-1.0717
Kansas,121.6,91.3871,0.963904,55.7,45.1,17.8,18.5,32.2,27.9,69.2415,2016,11.4462
Grand Canyon,104.22,101.553,0.573985,49.8,48.1,16.9,19.1,32.0,27.3,68.6295,2016,-0.877328
Michigan St.,123.397,97.0673,0.940475,56.3,43.3,17.6,14.2,37.1,24.3,66.7116,2016,7.35164
Cal St. Fullerton,102.247,109.349,0.316009,46.4,50.7,19.0,16.4,29.7,29.0,68.622,2016,-13.5355
Southeastern Louisiana,97.1839,112.862,0.151871,51.1,52.1,21.5,19.1,29.4,33.6,68.0908,2016,-15.6729
UC Riverside,100.527,105.396,0.367275,48.9,49.1,19.7,17.2,28.4,28.1,67.1048,2016,-13.0635
Clemson,112.783,99.1012,0.815659,50.6,47.9,15.8,18.0,30.3,30.3,63.5571,2016,-2.43844
Central Connecticut,93.6394,118.911,0.0602231,44.8,53.4,19.9,14.8,29.9,30.2,67.4979,2016,-21.8056
Coastal Carolina,101.681,102.393,0.479932,49.5,46.3,18.8,15.3,30.6,29.0,66.6385,2016,-6.87732
North Carolina A&T,96.3351,115.1,0.11439,45.8,51.3,19.5,18.2,29.8,31.5,67.8232,2016,-16.663
Washington,110.938,99.2384,0.782735,48.1,47.9,17.4,20.5,33.4,35.7,77.3081,2016,-2.20588
Colorado St.,112.17,110.029,0.555161,49.9,52.1,16.3,14.1,33.0,25.1,68.0127,2016,-8.38258
UMBC,99.7353,118.125,0.12498,50.1,56.6,17.4,19.4,24.9,28.9,69.244,2016,-20.3728
Louisiana Monroe,107.694,102.974,0.626065,50.6,47.5,18.2,17.0,31.5,31.6,65.6877,2016,-6.11272
The Citadel,101.996,118.273,0.154106,48.8,57.6,16.9,19.3,26.7,35.8,80.9737,2016,-17.6563
Hofstra,111.094,103.954,0.682212,51.4,49.9,16.7,16.4,31.9,30.0,69.4619,2016,-1.45624
UMass Lowell,100.334,115.83,0.160886,53.6,54.5,21.3,19.2,25.1,32.9,72.7826,2016,-13.0927
South Alabama,95.9568,103.998,0.283839,46.1,48.4,20.6,18.0,30.5,32.5,69.6589,2016,-12.4579
Butler,119.073,99.7658,0.884368,52.6,49.7,14.5,18.6,32.2,27.5,68.2818,2016,2.07525
SIU Edwardsville,95.7128,109.307,0.178386,44.8,51.8,19.7,17.6,32.4,29.3,66.3476,2016,-16.573
Northern Colorado,102.148,118.361,0.155225,50.7,55.9,19.9,17.7,29.2,29.8,68.6782,2016,-15.8659
Wisconsin,109.516,94.5399,0.844369,48.5,48.1,17.1,18.6,33.1,27.7,63.1604,2016,0.487308
Florida A&M,83.8333,107.551,0.0539067,44.8,50.3,22.5,20.3,25.4,31.2,69.5002,2016,-18.1767
TCU,101.008,98.3239,0.576807,45.7,50.9,20.7,21.1,29.3,31.5,69.4002,2016,-6.79511
Middle Tennessee,104.828,100.326,0.623572,51.7,49.4,17.1,19.4,28.7,25.7,67.5524,2016,-2.98755
Oregon,119.113,97.1191,0.912736,52.3,48.9,16.1,20.2,34.1,30.5,68.0971,2016,6.71449
Harvard,100.677,100.371,0.508753,51.8,46.6,21.5,16.8,29.6,28.4,66.0364,2016,-8.75045
Florida,110.767,94.3263,0.863858,48.5,46.7,16.0,18.6,32.9,29.5,68.9851,2016,0.118427
Saint Joseph's,115.142,98.6908,0.854835,51.2,48.1,14.3,16.1,28.3,25.8,70.0243,2016,3.56385
Saint Mary's,118.646,99.6448,0.881541,58.4,46.2,15.4,15.5,29.8,26.7,61.6279,2016,2.06081
Texas A&M Corpus Chris,101.839,104.377,0.429692,49.2,48.9,17.7,22.5,30.9,33.2,68.4188,2016,-1.72303
Ohio St.,106.477,97.7111,0.728696,49.4,46.6,18.8,17.1,30.2,29.1,67.6495,2016,-1.03338
Florida St.,112.999,100.201,0.799349,51.8,50.9,18.0,18.9,32.8,28.3,71.7902,2016,0.152056
Seton Hall,111.532,92.5208,0.89558,49.8,45.4,19.4,19.5,34.7,30.8,69.5318,2016,5.29931
North Carolina,124.264,96.0743,0.950678,52.6,48.1,15.4,18.2,40.7,30.0,70.7776,2016,8.53264
Houston Christian,101.288,113.836,0.207008,50.5,50.9,21.1,16.7,29.6,31.9,70.229,2016,-10.6418
Lehigh,105.125,105.905,0.47874,52.1,51.1,19.3,18.6,29.1,29.3,67.9188,2016,-9.44327
Navy,99.7576,102.832,0.4136,49.5,48.9,19.9,20.3,32.6,27.2,64.7982,2016,-9.84089
Saint Francis,100.631,113.821,0.195221,48.3,50.8,18.5,16.4,31.5,30.8,66.1342,2016,0.0
Santa Clara,101.94,108.053,0.33855,47.9,50.8,16.9,16.7,24.4,30.0,65.6427,2016,-11.772
Loyola Marymount,104.271,107.39,0.416053,47.5,53.5,16.2,20.2,28.9,31.7,67.4872,2016,-8.84872
Delaware,101.231,110.795,0.261496,45.3,51.8,17.7,13.5,29.6,28.0,67.2466,2016,-15.1006
Miami OH,97.5895,104.52,0.312395,45.3,51.2,18.5,20.8,27.9,31.2,64.4236,2016,-13.2067
New Mexico,108.995,102.218,0.67662,52.0,48.5,21.0,17.0,30.5,28.6,70.9413,2016,-6.69902
Coppin St.,96.4415,112.682,0.143095,44.2,52.8,17.7,18.1,30.7,34.8,70.2114,2016,-16.067
Temple,107.174,98.5507,0.724047,47.0,46.4,13.8,16.2,29.1,29.7,65.6214,2016,-0.043702
Monmouth,106.641,98.9311,0.703292,49.9,46.1,16.5,20.1,28.6,30.7,72.743,2016,-0.0455335
Southern,100.002,107.024,0.314236,48.5,47.9,16.3,19.6,28.1,31.2,68.5719,2016,-7.95746
Southern Miss,96.5187,110.781,0.170102,49.4,51.6,20.3,17.7,23.3,29.4,63.146,2016,-15.7929
California,113.221,93.8502,0.8964,52.2,44.3,17.7,14.1,32.4,25.3,67.9488,2016,2.29414
Georgia St.,101.065,100.456,0.517345,48.5,47.9,18.0,21.2,24.5,31.0,64.5322,2016,-8.44066
Miami FL,120.324,97.6948,0.916512,54.2,48.3,16.5,17.4,30.1,29.5,66.1494,2016,6.86801
Georgia,109.004,97.5667,0.78156,48.1,45.5,19.2,15.6,32.4,29.8,66.9923,2016,-0.82733
North Dakota,100.342,102.364,0.442907,50.6,51.2,18.1,19.6,23.8,25.9,71.5051,2016,-10.374
Princeton,113.047,100.863,0.787768,54.2,49.2,16.2,18.2,28.0,26.3,68.6404,2016,0.0738247
Saint Louis,97.344,101.241,0.389022,47.7,50.0,19.5,18.5,20.7,27.9,68.6935,2016,-11.5334
Arizona St.,109.045,101.085,0.705095,48.1,52.0,17.1,18.3,31.5,27.8,68.0058,2016,-4.11938
