Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,Season,WAB
LSU,114.59,103.102,0.771166,54.5,52.7,16.6,19.6,29.2,31.6,68.3309,2018,-1.85809
St. Francis NY,97.923,111.265,0.18711,48.7,53.2,17.7,20.9,26.2,31.9,69.0967,2018,-14.5422
Fresno St.,108.681,98.3613,0.759027,54.5,49.6,17.4,18.8,26.6,24.6,66.4967,2018,-3.82665
UMKC,98.5867,107.566,0.268469,47.8,52.5,18.2,20.0,21.3,33.5,69.5222,2018,-15.1493
Baylor,110.858,95.8744,0.841569,51.8,47.7,19.8,17.2,35.5,29.7,66.3356,2018,0.130091
Oral Roberts,105.08,111.996,0.324529,48.9,54.2,19.0,15.3,35.0,30.9,65.4731,2018,-12.9891
Ohio,100.285,101.347,0.469746,51.0,49.9,18.0,18.1,22.4,26.4,71.4913,2018,-10.8407
Winthrop,104.513,105.991,0.459715,54.8,49.7,19.7,18.6,26.2,27.2,71.5945,2018,-7.56631
Northern Illinois,102.355,110.91,0.284318,49.5,54.3,17.0,17.4,28.2,28.8,67.0985,2018,-12.9542
Georgia Tech,103.707,98.7694,0.636685,46.9,49.2,19.2,18.9,30.8,30.6,65.7691,2018,-6.69614
Kent St.,101.997,106.174,0.386604,48.7,51.1,18.7,18.0,31.4,30.5,68.593,2018,-10.4521
High Point,98.8248,106.813,0.29031,49.3,50.1,19.1,20.4,30.9,28.9,65.5816,2018,-12.3131
Weber St.,105.594,106.584,0.473187,56.0,50.1,17.5,15.9,19.3,26.8,67.317,2018,-6.12719
Maine,91.3465,107.397,0.134522,46.0,51.4,21.8,18.1,25.5,30.7,71.0322,2018,-20.2084
Radford,101.76,103.174,0.460395,49.3,50.1,18.7,20.2,32.0,28.0,62.9578,2018,-6.48861
Kansas,122.491,96.7024,0.938117,57.5,49.1,16.6,18.2,29.4,31.2,68.6924,2018,8.16579
SMU,107.96,100.031,0.706249,52.0,49.5,18.0,21.7,32.7,31.7,64.2284,2018,-6.26724
Richmond,107.479,108.462,0.473848,52.1,55.4,16.9,19.0,23.4,28.3,67.9528,2018,-11.3955
Providence,108.774,96.3143,0.802027,49.6,50.3,17.4,19.0,28.9,29.0,67.0626,2018,1.9628
Louisville,112.194,96.7145,0.846495,51.8,47.0,16.7,18.9,28.6,31.4,69.4487,2018,0.498746
Davidson,117.322,102.723,0.821729,57.4,51.2,14.5,16.2,22.6,23.4,64.327,2018,-2.83766
St. Bonaventure,109.913,100.026,0.747239,51.6,49.0,16.3,20.4,29.3,29.1,69.2018,2018,1.43191
North Florida,107.653,117.443,0.268756,53.6,54.0,19.3,13.7,25.0,35.0,73.8899,2018,-10.9313
Missouri St.,108.746,103.873,0.628838,49.4,47.5,17.4,14.8,33.1,25.8,65.5473,2018,-7.98261
Vanderbilt,114.927,106.296,0.710507,51.8,52.4,17.7,14.7,28.6,27.7,65.8105,2018,-5.9804
Washington St.,107.807,110.161,0.438209,54.1,53.5,19.4,16.4,24.6,31.2,68.3673,2018,-9.87279
Akron,102.715,107.76,0.365539,51.5,54.2,19.8,18.5,27.0,28.3,67.6467,2018,-12.0862
Bowling Green,101.762,107.783,0.340499,47.3,52.3,17.6,16.8,29.7,26.5,70.2595,2018,-10.7451
Memphis,107.99,106.373,0.543253,50.7,50.8,20.4,18.9,35.1,33.7,66.2407,2018,-4.35324
Central Arkansas,104.477,110.05,0.354879,51.7,50.9,18.3,19.0,27.2,33.1,72.7231,2018,-10.586
Murray St.,111.009,101.121,0.745145,55.0,47.2,17.6,18.0,32.9,27.6,66.6339,2018,-0.377689
American,96.8734,111.507,0.165504,50.7,54.8,20.4,20.4,23.8,31.4,66.4206,2018,-19.0097
Notre Dame,114.465,99.7262,0.829935,51.1,49.3,14.7,16.4,31.1,28.8,65.4654,2018,-0.647477
Creighton,116.561,97.7337,0.883495,57.4,50.1,15.6,15.8,22.5,24.6,71.0407,2018,2.05207
Duke,122.684,93.3261,0.958727,55.9,46.4,17.5,17.3,38.8,30.0,69.7255,2018,6.636
Indiana St.,103.464,101.709,0.549028,49.5,51.4,20.1,19.8,27.6,23.6,69.9479,2018,-10.2958
UCLA,114.222,101.572,0.794106,53.7,49.1,16.6,14.5,28.5,26.9,70.2712,2018,-0.0301571
Pacific,105.555,106.576,0.472361,48.5,53.0,17.2,18.3,30.3,27.3,66.418,2018,-10.2346
Texas A&M,111.531,95.0523,0.862776,51.4,46.9,19.2,15.3,33.9,27.3,69.0346,2018,1.92885
North Texas,105.771,103.124,0.572358,51.2,48.6,18.7,17.3,30.2,25.7,67.316,2018,-10.2055
Nevada,119.116,103.02,0.84151,54.8,49.4,13.5,18.0,26.7,29.3,69.5002,2018,2.49306
UTSA,104.404,103.637,0.521176,51.1,49.4,17.1,16.3,26.5,27.3,71.7728,2018,-7.12044
Hartford,102.102,107.342,0.359966,52.7,51.1,18.1,18.1,24.9,28.5,66.5093,2018,-8.9426
Mississippi Valley St.,89.9612,114.719,0.0575542,42.6,54.9,19.1,19.6,30.4,31.1,68.6851,2018,-22.4442
Gardner Webb,98.11,105.256,0.308208,49.1,50.4,20.1,17.1,25.2,27.3,67.8137,2018,-12.0674
Prairie View A&M,100.472,110.32,0.254406,48.9,52.7,18.5,22.5,31.3,32.8,70.908,2018,-11.6111
Chattanooga,98.5468,111.758,0.190507,50.1,55.3,20.6,19.2,26.6,27.8,65.4538,2018,-17.5
Georgia Southern,105.178,104.326,0.52337,49.2,49.7,16.1,20.3,30.3,31.9,68.6514,2018,-6.5157
Northern Arizona,92.4756,109.202,0.128761,44.9,55.3,22.0,19.0,27.0,29.5,69.046,2018,-20.2089
Nebraska,110.657,96.4411,0.829383,49.1,47.0,16.0,18.3,30.1,34.0,67.5219,2018,1.91195
Yale,102.931,105.638,0.425939,52.7,52.4,18.8,17.7,25.4,26.7,68.9932,2018,-8.28021
Tennessee Martin,94.7535,105.951,0.216775,49.8,50.7,21.6,19.0,28.5,32.0,66.201,2018,-15.8787
Morehead St.,98.2961,109.494,0.224318,48.2,55.2,22.1,19.9,31.0,29.9,68.6382,2018,-14.6719
Tennessee,114.545,92.4288,0.921802,50.8,46.7,17.9,20.4,33.4,31.1,65.9135,2018,6.39175
Texas St.,100.123,104.617,0.376373,48.8,51.7,20.9,19.4,31.9,27.7,62.7355,2018,-12.8792
Jackson St.,89.357,108.17,0.0999973,43.0,51.8,17.3,21.4,30.7,31.7,63.6987,2018,-15.9992
Mississippi,110.657,104.202,0.666243,48.3,51.5,15.9,17.3,31.3,30.7,69.8481,2018,-7.03241
Wyoming,104.917,101.521,0.593469,52.1,51.0,17.6,19.1,19.5,25.7,73.294,2018,-3.77281
Minnesota,108.627,102.111,0.670694,48.7,50.5,15.5,16.0,30.0,29.5,70.0252,2018,-4.97373
Illinois,111.031,102.024,0.725707,49.8,53.3,18.8,23.2,34.0,31.3,70.0268,2018,-6.53921
LIU,102.197,110.215,0.295526,52.1,50.0,19.5,16.5,29.4,29.8,71.5853,2018,-13.1306
UTEP,97.1139,103.367,0.327925,49.3,50.6,17.8,17.4,19.0,27.0,67.6922,2018,-13.73
Loyola Chicago,110.788,95.7288,0.842923,57.7,47.4,19.1,19.4,22.1,25.9,65.1989,2018,1.98501
Texas,109.638,94.0891,0.853068,50.0,48.3,17.0,18.0,29.4,29.1,65.4071,2018,1.34962
Maryland Eastern Shore,90.5018,117.812,0.045966,43.1,54.7,19.4,16.0,28.2,34.7,65.2252,2018,-19.235
Western Illinois,96.65,106.337,0.250021,49.9,51.2,18.6,14.5,18.0,27.2,67.9539,2018,-10.9826
Fairleigh Dickinson,102.001,113.062,0.234326,49.8,51.6,19.2,19.3,30.3,35.0,70.4558,2018,-13.0366
Cornell,105.27,112.558,0.316505,52.5,53.3,18.5,15.7,24.4,30.2,69.3921,2018,-10.8313
West Virginia,121.16,96.1638,0.934451,50.4,49.9,16.5,23.3,37.0,30.1,69.9648,2018,4.57803
Oklahoma,114.878,99.7886,0.834706,53.5,51.0,17.3,16.8,28.4,30.0,75.528,2018,1.0813
Southern Illinois,104.768,103.263,0.54152,52.2,50.5,18.7,19.9,25.9,29.0,66.6646,2018,-5.28603
San Diego St.,110.454,95.1492,0.84752,51.7,48.6,17.0,19.0,31.6,25.0,68.8146,2018,-1.56807
Nebraska Omaha,103.363,114.972,0.227215,51.3,55.8,18.0,15.7,24.9,30.7,70.4787,2018,-13.9154
DePaul,104.154,96.3276,0.710603,47.9,52.0,19.4,20.2,32.9,28.1,69.807,2018,-6.67277
UT Rio Grande Valley,97.6903,108.627,0.227878,44.8,51.5,17.8,20.4,28.2,30.3,73.8916,2018,-10.7412
Chicago St.,95.2595,118.306,0.076444,44.6,59.1,20.9,18.2,25.5,34.6,72.1729,2018,-20.2339
South Dakota,108.46,98.8585,0.743818,52.1,48.4,15.7,19.9,29.4,27.1,70.4678,2018,-1.81164
Montana St.,102.168,110.636,0.285843,47.8,54.9,17.1,18.4,28.7,27.7,69.5801,2018,-13.8521
Oklahoma St.,113.031,97.1232,0.851236,49.8,50.0,18.1,20.3,34.2,31.1,68.735,2018,0.0888863
Wagner,102.085,104.896,0.422525,49.8,49.0,19.7,20.4,35.8,28.6,67.5609,2018,-5.25139
Bethune Cookman,98.9471,111.21,0.206925,49.5,48.6,20.3,17.6,32.9,30.5,75.6821,2018,-11.4171
Wofford,108.432,108.129,0.50805,55.2,53.3,18.2,18.7,25.0,27.1,65.8818,2018,-5.90657
Cal Poly,96.6117,113.905,0.130832,46.6,53.2,17.4,16.3,24.7,29.6,66.2153,2018,-16.7251
Towson,104.273,105.704,0.460887,51.6,50.6,18.2,18.7,34.3,27.4,67.7917,2018,-9.08571
Delaware St.,90.635,119.551,0.0397573,47.3,55.9,22.8,18.2,29.3,33.7,65.0089,2018,-24.0316
Norfolk St.,94.95,108.695,0.174406,49.4,50.0,21.1,20.2,31.6,29.8,68.7651,2018,-14.9828
Vermont,111.045,104.187,0.675485,55.9,50.6,16.9,16.8,26.0,22.6,64.0184,2018,-0.881226
Liberty,103.172,104.932,0.451508,52.8,51.4,18.2,18.2,22.9,20.4,62.9764,2018,-9.66481
UNC Wilmington,104.594,111.0,0.335462,48.9,56.6,17.3,15.6,33.8,25.5,72.1047,2018,-14.8784
Presbyterian,96.9764,115.759,0.115473,49.0,55.3,18.8,17.8,24.9,30.0,63.3784,2018,-16.1817
Michigan,114.748,90.7147,0.937185,53.9,47.7,14.0,19.5,25.5,24.9,64.6823,2018,6.87708
East Carolina,96.3814,109.042,0.194765,48.3,51.5,20.6,17.3,27.8,32.5,68.9476,2018,-13.4455
Northwestern,109.384,99.4801,0.748654,49.5,51.0,17.8,19.0,29.4,27.7,64.2868,2018,-4.17702
Eastern Illinois,99.7037,106.422,0.320851,47.7,52.0,20.4,19.3,29.9,29.9,65.618,2018,-13.1763
Buffalo,114.864,103.071,0.776582,54.8,48.8,16.5,18.1,31.9,29.1,72.6062,2018,-1.2915
Northern Kentucky,106.601,98.6388,0.709456,53.8,47.1,17.6,19.2,28.0,26.8,68.3757,2018,-4.4923
Valparaiso,101.882,101.826,0.501585,50.8,48.5,21.2,19.5,26.7,28.0,69.6911,2018,-9.64181
Elon,102.974,111.031,0.296029,52.3,52.5,16.7,14.2,21.7,28.9,67.2917,2018,-11.9632
Appalachian St.,103.293,106.432,0.414785,49.9,51.3,18.9,17.2,29.5,25.6,70.0332,2018,-12.364
Cleveland St.,98.2851,109.443,0.22502,50.6,53.0,18.9,19.5,22.1,32.9,66.996,2018,-16.6846
Mississippi St.,111.472,96.9813,0.832224,52.2,48.3,19.1,19.5,32.1,30.7,67.3572,2018,0.00793692
St. John's,106.302,95.4659,0.774942,49.2,50.3,16.4,22.2,23.6,32.0,69.307,2018,-2.92105
Long Beach St.,104.92,107.904,0.420052,49.6,53.7,20.7,18.7,32.2,30.4,71.9151,2018,-10.1895
Samford,106.912,119.751,0.213456,54.4,57.7,19.1,18.7,24.7,34.8,70.6619,2018,-15.2566
Eastern Washington,107.738,103.699,0.608118,54.0,51.0,16.8,16.9,21.6,25.0,66.7058,2018,-7.09706
Kansas St.,109.823,94.0219,0.856488,52.6,49.1,17.2,21.6,25.9,31.9,65.2459,2018,2.53005
Pepperdine,105.383,112.325,0.324387,49.5,57.0,17.2,15.5,28.5,26.4,67.4286,2018,-17.9218
Charleston,107.042,104.544,0.567462,52.7,49.9,15.1,17.8,25.5,27.9,64.7516,2018,-2.10037
Grambling St.,93.5296,106.747,0.179454,45.6,49.1,21.0,20.2,32.0,30.5,71.7506,2018,-9.95099
Texas Southern,104.997,112.603,0.309127,50.5,51.2,17.2,16.2,28.5,32.5,71.4248,2018,-10.8557
Central Connecticut,97.4365,110.234,0.194801,51.0,51.2,21.8,16.6,31.1,28.3,64.6354,2018,-13.7488
VMI,89.6997,107.077,0.115432,45.7,52.1,21.4,18.8,25.4,30.3,68.917,2018,-15.7437
Auburn,114.298,97.251,0.864992,50.8,49.7,16.4,20.7,32.1,28.0,72.5943,2018,4.27237
New Orleans,97.3218,108.447,0.223604,48.8,53.2,21.9,22.3,32.6,30.9,65.8929,2018,-10.6281
Idaho St.,104.42,108.476,0.392162,55.0,52.5,18.5,16.7,19.8,28.1,67.9901,2018,-11.3115
Columbia,108.164,113.362,0.368244,52.4,54.2,17.8,18.2,27.0,29.4,69.9,2018,-13.5802
IU Indy,97.9539,108.345,0.238755,48.0,54.6,20.5,21.2,31.9,29.3,66.0862,2018,-13.4992
Western Carolina,95.3304,108.458,0.184879,46.8,54.4,21.7,21.0,29.0,32.7,69.6209,2018,-11.6971
Eastern Kentucky,101.394,112.596,0.230571,49.8,55.3,19.1,19.1,27.1,31.9,68.2436,2018,-14.3061
Penn,104.045,97.9771,0.666205,52.9,47.0,16.6,17.0,23.8,22.6,68.8955,2018,-3.29422
South Carolina St.,96.5713,119.467,0.0796792,46.7,56.5,18.5,18.9,29.4,32.8,70.6892,2018,-17.3081
Idaho,108.104,106.95,0.53082,54.7,50.1,19.4,16.1,31.1,24.2,65.5971,2018,-4.48591
Stony Brook,96.5318,101.159,0.368538,47.9,50.5,20.0,20.8,30.5,28.2,68.3916,2018,-12.7134
Evansville,98.0499,95.6956,0.569422,48.7,49.8,20.9,20.9,23.9,26.1,65.552,2018,-7.6704
Saint Peter's,94.8914,99.4965,0.36703,49.2,48.4,19.6,21.3,27.1,28.9,62.7077,2018,-12.9888
Virginia,115.022,87.1419,0.960542,52.7,44.3,14.0,20.9,27.0,25.6,59.2697,2018,11.2574
UCF,97.7681,93.7973,0.616996,47.8,45.7,20.7,18.9,28.5,28.6,64.6117,2018,-3.4138
Drexel,102.388,110.869,0.285952,49.6,52.2,17.3,15.6,30.8,30.7,68.8749,2018,-14.4398
Charleston Southern,99.3279,106.877,0.301031,49.0,53.9,19.5,22.1,30.2,28.1,66.348,2018,-11.419
Northern Iowa,103.965,97.5938,0.674204,48.5,49.8,17.5,17.0,24.5,22.1,62.5371,2018,-7.10913
South Carolina,105.012,95.1286,0.757073,46.2,49.3,19.7,21.0,33.6,27.5,68.6277,2018,-3.118
Lamar,101.336,105.29,0.391674,48.5,51.7,17.9,21.9,31.7,27.8,67.6305,2018,-9.61122
Kentucky,116.151,95.9965,0.899495,51.8,46.8,18.6,16.8,35.7,31.0,68.7845,2018,4.30065
Lafayette,101.621,112.532,0.23635,53.3,52.0,19.3,14.7,21.0,27.2,68.2174,2018,-16.7416
VCU,105.994,102.969,0.582469,52.6,51.5,18.7,17.8,29.0,27.0,70.7916,2018,-6.9405
Wisconsin,109.12,98.6413,0.761517,50.9,51.2,16.8,18.4,28.4,27.7,62.69,2018,-3.8131
Alabama,108.188,95.7315,0.803248,51.9,47.8,20.3,18.7,29.4,30.9,68.6778,2018,-1.12805
Tennessee Tech,97.8183,102.914,0.358024,49.0,51.0,19.8,20.3,28.2,30.1,70.8275,2018,-7.88994
NJIT,98.8304,105.504,0.3205,49.8,53.0,18.5,20.3,30.0,28.6,67.2071,2018,-11.4177
Alabama A&M,87.73,115.561,0.0403633,45.0,54.0,24.2,16.6,30.0,32.5,66.2951,2018,-22.9317
Dartmouth,97.2494,109.905,0.196719,51.4,54.4,20.0,18.1,23.9,27.2,66.6419,2018,-15.3888
La Salle,105.003,101.827,0.587388,49.0,51.7,16.5,17.5,25.5,25.4,68.9125,2018,-11.0617
Tulsa,108.949,101.811,0.685527,50.7,49.5,18.6,17.9,32.0,29.6,67.5523,2018,-4.06238
Incarnate Word,94.7931,114.051,0.106506,47.6,52.5,23.2,17.7,26.9,35.4,69.4283,2018,-16.4454
Grand Canyon,102.291,96.8348,0.652581,48.5,44.3,18.8,21.5,31.7,28.3,68.6896,2018,-5.37054
Michigan St.,119.184,94.6601,0.93397,56.9,42.7,19.2,14.6,37.0,26.6,66.8336,2018,7.96896
Cal St. Fullerton,101.969,102.77,0.477497,51.6,48.2,20.7,18.2,26.0,28.9,69.5465,2018,-5.44569
Southeastern Louisiana,102.983,105.025,0.443782,51.2,49.6,19.6,20.3,29.5,33.6,65.9431,2018,-6.45391
UC Riverside,93.1901,103.797,0.224506,45.1,49.1,20.0,19.3,26.8,31.8,68.3163,2018,-16.1707
Clemson,112.885,93.4462,0.897827,52.9,47.2,17.4,17.4,27.2,26.3,66.0149,2018,3.95616
Colorado,105.049,99.3567,0.654902,50.6,49.3,20.0,15.1,29.3,26.3,67.9808,2018,-4.51508
Coastal Carolina,101.427,105.571,0.386866,49.0,49.6,22.0,18.0,34.2,28.4,67.7282,2018,-13.0935
North Carolina A&T,97.1889,112.192,0.160988,51.2,51.5,19.5,18.0,27.8,28.6,68.885,2018,-10.2634
Washington,106.25,99.2891,0.685513,51.7,50.7,18.6,21.1,28.9,33.3,69.6338,2018,-2.52698
Colorado St.,102.301,107.407,0.363522,47.5,53.7,18.8,17.4,30.6,28.1,69.7926,2018,-11.9144
UMBC,102.472,102.541,0.498076,52.2,51.6,17.2,20.7,25.9,28.3,68.1289,2018,-4.81936
Louisiana Monroe,100.407,104.988,0.374466,49.9,51.4,17.8,18.6,25.2,28.7,65.8682,2018,-9.50718
The Citadel,101.121,115.002,0.185537,49.1,56.8,18.7,19.6,27.4,33.7,77.7047,2018,-14.886
Hofstra,110.323,109.707,0.516104,53.2,54.2,15.6,16.3,30.6,27.5,68.7926,2018,-6.09768
UMass Lowell,103.907,114.07,0.25481,52.1,55.4,18.7,20.3,26.3,32.5,71.3554,2018,-14.1213
South Alabama,97.1019,101.45,0.376647,48.4,47.3,20.9,18.4,25.7,29.6,70.2297,2018,-12.3993
Butler,116.425,95.6667,0.905371,54.0,51.9,15.7,19.5,27.6,24.6,67.8594,2018,1.71774
SIU Edwardsville,99.1883,111.666,0.203804,47.8,54.1,19.4,17.5,29.3,29.4,69.2983,2018,-15.2808
Northern Colorado,107.022,100.549,0.672038,53.7,48.8,16.7,17.3,25.6,24.4,71.8763,2018,-6.2164
Iowa,116.387,107.192,0.720406,54.3,53.1,18.7,15.5,34.1,28.0,70.1814,2018,-5.73828
Florida A&M,94.6653,117.911,0.0741089,47.2,53.6,19.5,18.7,27.5,36.5,67.2076,2018,-19.0308
TCU,119.771,100.791,0.87912,56.5,52.3,17.8,17.4,34.2,26.1,68.7514,2018,2.18732
Middle Tennessee,110.618,97.1897,0.815831,53.1,49.2,18.6,19.1,30.7,22.3,66.5451,2018,0.829979
Oregon,110.893,100.591,0.754212,53.3,50.3,17.1,19.0,31.0,26.8,67.4064,2018,-2.29876
Harvard,101.098,98.1533,0.584172,50.4,49.0,20.5,18.4,26.5,23.1,65.6501,2018,-6.76813
Florida,115.587,94.2446,0.912731,50.8,48.7,14.3,20.0,28.7,30.5,67.2723,2018,1.4067
Saint Joseph's,104.997,100.302,0.628587,48.8,49.6,13.9,16.2,23.5,24.5,70.3786,2018,-8.09962
Saint Mary's,119.123,102.761,0.845419,58.7,49.2,15.4,15.1,28.9,22.8,63.4151,2018,1.2809
Texas A&M Corpus Chris,94.0131,108.343,0.163623,48.1,52.3,23.0,21.2,28.8,29.3,67.8284,2018,-13.9643
Ohio St.,116.29,94.628,0.91455,54.1,48.7,17.1,17.9,30.2,25.2,66.9519,2018,4.51356
Florida St.,113.429,96.6846,0.862567,53.2,48.4,17.8,19.4,32.3,29.8,71.3372,2018,0.951174
Seton Hall,118.199,98.5499,0.89,52.9,50.3,17.8,17.7,34.3,28.4,69.467,2018,2.49739
North Carolina,120.963,97.3986,0.923558,52.0,50.1,16.7,16.3,37.4,25.5,71.4104,2018,7.11601
Houston Christian,99.5019,115.696,0.150073,46.0,56.1,18.8,18.8,34.0,31.2,73.4414,2018,-18.8321
Lehigh,105.085,111.363,0.339094,52.9,52.4,17.4,16.0,25.3,26.8,70.7393,2018,-9.6336
Navy,97.9539,103.172,0.355074,49.6,53.2,21.3,21.3,31.7,22.2,65.5701,2018,-8.01615
Saint Francis,104.576,110.623,0.343793,52.8,53.6,16.5,18.6,25.7,31.1,68.4541,2018,-7.69892
Santa Clara,99.2755,109.04,0.253723,48.6,56.6,17.2,18.9,23.7,27.1,64.5309,2018,-13.4719
Loyola Marymount,106.478,112.94,0.336804,49.4,57.5,19.3,19.8,34.6,31.2,66.7959,2018,-12.2618
Delaware,102.626,108.318,0.349602,50.3,52.9,15.8,14.9,26.0,26.2,65.7327,2018,-13.7447
Miami OH,100.322,102.206,0.446702,50.1,51.4,19.3,18.1,27.1,25.8,66.5288,2018,-10.4851
New Mexico,113.493,106.459,0.676091,53.5,54.8,16.8,22.0,26.1,31.0,70.9718,2018,-6.14972
Coppin St.,86.4623,110.014,0.0589472,43.3,49.2,20.5,17.9,22.3,31.9,67.4585,2018,-20.8834
Temple,107.848,99.7203,0.711173,49.3,49.8,15.9,18.7,27.7,32.4,67.2025,2018,-3.21167
Monmouth,103.026,104.624,0.455847,52.3,51.4,20.9,18.3,26.6,26.9,69.9579,2018,-13.622
Southern,94.0581,109.821,0.144077,44.3,48.8,19.3,17.4,32.9,30.1,67.9152,2018,-13.2341
Southern Miss,104.944,108.302,0.410425,50.3,56.0,14.6,19.8,20.5,29.0,65.0656,2018,-9.89973
California,97.3414,103.621,0.327629,44.5,54.5,20.8,19.7,34.8,30.6,68.6902,2018,-14.3494
Georgia St.,109.107,101.822,0.688839,53.9,47.1,16.7,20.6,25.6,33.4,66.4884,2018,-5.05689
Miami FL,113.536,96.8301,0.861807,53.1,49.0,16.8,18.8,29.1,28.2,66.9918,2018,2.69032
Georgia,107.843,95.5872,0.800164,47.5,45.6,19.2,14.5,34.8,28.9,64.4055,2018,-1.1407
North Dakota,102.369,109.766,0.309543,51.8,56.4,17.4,19.7,19.8,29.5,71.662,2018,-12.6012
Princeton,105.283,106.319,0.471889,53.9,52.2,16.4,16.6,22.0,24.8,64.4074,2018,-10.0313
Saint Louis,101.502,99.6368,0.553118,47.1,49.3,19.5,18.3,33.8,27.0,64.12,2018,-7.89639
Arizona St.,116.117,102.458,0.808336,53.8,50.6,14.7,20.4,28.0,30.6,71.512,2018,-1.20356
