Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,Season,WAB
UC Santa Barbara,110.971,104.381,0.669103,53.1,47.0,17.6,16.0,31.1,31.5,61.7767,2014,-2.69724
Arkansas Pine Bluff,92.9611,107.549,0.15758,47.0,54.0,22.3,23.9,29.2,33.4,64.6888,2014,-11.9312
Portland St.,102.263,112.086,0.258323,51.7,53.3,17.1,19.5,26.3,32.5,64.4985,2014,-10.2791
Indiana,108.933,95.4397,0.820642,49.9,46.2,21.8,17.8,37.2,28.0,67.5009,2014,-2.05705
Louisiana,111.9,105.57,0.661444,51.5,50.4,18.8,18.5,36.5,31.8,68.0291,2014,-3.65905
Central Michigan,106.86,118.062,0.241131,49.3,57.0,16.5,19.5,29.0,32.1,63.6658,2014,-15.7097
Brown,100.713,100.871,0.495488,48.2,44.6,18.7,16.7,30.5,27.8,68.308,2014,-7.4843
Columbia,107.594,103.866,0.600002,52.5,47.5,19.2,16.8,26.5,25.3,59.6699,2014,-5.40325
UC Irvine,102.729,96.0835,0.683326,51.4,42.3,19.4,14.9,32.0,29.5,62.7855,2014,-4.19115
Furman,94.6513,114.594,0.0998623,48.8,52.5,20.9,16.1,26.5,34.9,63.2579,2014,-15.9329
UAB,104.137,103.244,0.52476,45.3,46.7,18.5,15.3,39.8,29.7,66.5727,2014,-6.48734
Tulane,99.7753,110.702,0.232351,47.4,50.7,20.1,16.6,30.1,31.8,61.522,2014,-9.63693
FIU,101.424,107.216,0.34555,48.5,49.4,20.4,18.2,33.2,33.7,64.6779,2014,-8.68431
BYU,114.36,101.097,0.804976,50.6,49.1,15.3,16.6,34.9,28.6,70.9685,2014,0.645459
Illinois Chicago,101.882,108.737,0.321081,46.1,53.1,19.0,16.6,30.4,28.1,64.4422,2014,-18.1711
Xavier,112.563,100.213,0.791902,51.7,49.4,18.7,16.9,34.1,28.7,63.9985,2014,1.46244
Charlotte,102.732,103.042,0.491326,49.7,49.2,21.0,17.4,33.8,29.7,67.6125,2014,-6.82421
Canisius,112.021,109.133,0.574542,52.7,50.9,16.5,19.6,31.8,36.3,65.0264,2014,-3.85095
Wake Forest,107.222,101.875,0.642969,49.8,47.5,18.4,16.8,30.2,33.8,66.2592,2014,-2.53033
Florida Atlantic,101.564,107.267,0.347895,47.7,47.7,19.5,16.7,33.3,34.0,63.0129,2014,-15.0299
Northeastern,101.245,105.126,0.393524,48.0,50.8,20.0,17.1,32.7,29.7,63.0746,2014,-13.462
Robert Morris,105.224,106.468,0.466261,50.4,51.8,17.0,19.1,30.9,31.6,64.1794,2014,-6.12572
Seattle,100.247,106.731,0.327226,48.7,49.1,20.1,18.3,36.4,31.2,65.2082,2014,-12.2833
Villanova,115.678,93.1102,0.923851,53.6,46.3,17.3,20.0,32.6,28.7,65.5644,2014,8.3635
Howard,88.2719,106.453,0.10398,42.1,49.9,24.0,21.3,31.8,36.3,65.6771,2014,-18.8961
Utah St.,109.241,104.957,0.613018,51.3,47.6,17.2,12.4,32.3,26.7,61.8021,2014,-5.23562
Marist,101.139,106.767,0.349156,46.6,50.6,18.1,19.5,29.7,33.0,64.2906,2014,-12.0753
Toledo,114.454,110.072,0.61039,51.0,52.6,14.7,19.5,35.2,31.7,66.657,2014,0.386171
Denver,110.891,109.505,0.536089,54.3,52.6,16.6,21.0,24.8,33.4,57.4464,2014,-7.51626
Cal St. Northridge,105.778,112.287,0.334751,48.9,52.1,18.2,17.3,33.0,31.2,66.9652,2014,-12.1847
Maryland,108.603,95.2105,0.819576,49.1,47.2,18.6,18.7,33.5,28.9,67.164,2014,-1.48138
Rice,95.6893,106.387,0.228169,48.2,49.5,19.6,16.8,21.3,30.5,62.1062,2014,-16.1444
Abilene Christian,95.7682,116.99,0.0909694,47.2,56.4,22.3,18.0,24.9,33.8,62.8689,2014,-14.0027
Rider,105.871,111.716,0.350238,50.6,53.9,19.0,19.2,31.2,31.6,65.1293,2014,-10.3469
Boston College,115.012,110.567,0.611417,52.1,52.1,17.4,15.0,27.1,35.1,61.2005,2014,-9.96213
Arizona,116.732,88.065,0.962341,51.7,42.3,15.7,19.1,36.4,27.3,62.3441,2014,9.47638
Penn St.,110.676,101.135,0.738216,48.3,47.7,15.8,16.4,29.9,28.7,64.241,2014,-3.64344
Hawaii,110.523,108.084,0.563796,51.3,51.0,16.8,19.2,37.3,31.6,67.0361,2014,-6.24591
San Diego,106.244,102.269,0.607916,51.0,49.4,18.7,17.5,27.8,30.1,61.422,2014,-7.36556
UC Davis,102.496,116.223,0.190707,49.9,55.8,17.3,18.3,23.9,35.6,65.0344,2014,-16.311
LSU,111.771,99.0604,0.80033,50.0,46.7,19.2,18.0,35.0,31.6,68.0986,2014,-1.02945
St. Francis NY,98.923,101.898,0.415624,48.2,45.9,19.4,18.2,33.2,29.1,65.038,2014,-8.58004
Fresno St.,111.294,104.59,0.671388,49.9,48.8,14.7,16.6,24.0,31.6,65.1838,2014,-5.74222
UMKC,98.1493,107.984,0.250076,48.2,52.5,18.3,19.3,25.7,31.2,68.2482,2014,-12.7684
Baylor,119.728,100.203,0.885673,51.3,48.7,17.8,15.8,40.1,32.0,60.9389,2014,3.12976
Oral Roberts,108.233,109.454,0.467781,50.4,48.8,17.0,16.3,32.9,30.8,62.8911,2014,-8.77071
Wright St.,100.123,97.8493,0.565647,51.2,48.6,20.3,23.6,23.5,29.0,63.1486,2014,-7.97407
Winthrop,103.894,109.535,0.352509,50.9,52.5,18.6,19.9,28.9,30.0,64.1971,2014,-8.11217
Northern Illinois,94.6402,97.9601,0.402154,42.6,46.7,22.9,20.8,35.9,31.0,61.1836,2014,-10.5141
Georgia Tech,106.262,98.5606,0.703759,47.8,47.4,18.4,15.4,32.7,28.5,64.273,2014,-4.4283
Kent St.,103.76,106.687,0.420679,49.4,48.9,18.3,19.6,30.4,31.5,64.5897,2014,-9.97711
High Point,106.344,111.745,0.361317,52.2,53.7,18.3,18.0,30.3,33.3,62.6263,2014,-8.72364
Weber St.,106.751,107.238,0.486911,54.1,47.8,19.0,13.8,28.4,28.7,62.3416,2014,-6.80716
Maine,94.8265,115.849,0.0908954,48.9,53.2,20.3,17.6,24.5,35.5,72.8348,2014,-17.5675
Sam Houston St.,105.758,107.883,0.44306,51.7,50.4,18.9,20.6,33.5,31.7,64.0334,2014,-5.22251
Kansas,119.657,96.2845,0.924086,54.2,47.1,19.1,16.4,37.3,28.8,66.1744,2014,6.92131
SMU,110.947,94.4034,0.864939,52.8,44.8,20.2,21.2,35.0,30.5,64.2127,2014,1.41742
Richmond,104.601,97.4825,0.692216,48.1,45.9,16.2,20.0,25.9,34.3,61.9584,2014,-2.91186
Providence,115.435,101.172,0.820049,48.3,48.9,17.3,16.4,35.3,30.8,62.873,2014,1.2755
Louisville,119.365,88.2207,0.970026,53.5,43.9,15.3,25.0,37.1,32.7,66.8044,2014,5.38499
Davidson,113.764,107.763,0.650964,54.7,51.7,16.6,17.7,29.1,28.6,65.8968,2014,-5.21696
St. Bonaventure,112.18,102.277,0.743232,49.6,50.7,18.7,21.5,36.5,31.7,65.3481,2014,-4.48459
North Florida,102.471,111.366,0.277408,49.4,51.3,21.9,15.5,34.0,31.1,66.7996,2014,-8.80784
Missouri St.,105.748,104.844,0.524666,49.6,51.1,17.0,18.1,27.1,28.6,63.1583,2014,-3.16786
Vanderbilt,104.086,98.5533,0.65206,49.1,45.7,20.6,16.5,29.9,34.6,61.8668,2014,-4.58608
Washington St.,101.602,103.291,0.452746,46.9,51.5,18.0,17.5,27.7,27.9,60.2786,2014,-9.31817
Akron,105.6,102.318,0.589804,50.3,47.9,19.8,19.5,34.8,32.4,63.6863,2014,-4.58931
Bowling Green,92.5705,97.6745,0.350417,45.5,47.3,22.1,20.5,30.4,31.2,64.6483,2014,-12.5391
Memphis,113.094,97.6314,0.844327,51.9,48.4,18.6,20.3,35.8,33.3,67.495,2014,2.84305
Central Arkansas,96.1839,112.968,0.135912,49.3,52.0,20.3,19.2,28.0,37.8,70.1889,2014,-16.3821
Murray St.,109.766,105.873,0.602357,53.7,49.4,18.0,17.0,31.7,31.3,65.4585,2014,-5.83145
American,102.472,98.2279,0.619279,55.8,46.4,23.1,19.6,26.5,29.7,59.4321,2014,-5.33751
Notre Dame,114.071,105.646,0.707326,51.7,51.4,15.9,16.8,32.1,30.1,62.6756,2014,-4.55913
Creighton,125.686,102.617,0.911494,58.9,48.5,15.0,14.8,27.7,27.8,63.4282,2014,5.65512
Duke,126.416,99.354,0.941046,53.8,49.3,14.6,18.5,35.2,31.3,64.728,2014,6.51489
Indiana St.,106.247,101.629,0.625056,50.4,49.0,17.2,17.6,27.0,28.0,64.7415,2014,-1.46911
UCLA,119.553,97.3301,0.914121,54.1,49.9,14.5,20.3,29.8,28.6,68.2162,2014,4.57451
Pacific,108.978,107.503,0.5391,50.3,52.9,18.0,17.3,31.2,26.8,65.6905,2014,-6.04269
Texas A&M,101.67,95.3322,0.677047,47.9,45.3,17.4,20.3,27.2,31.4,61.8054,2014,-4.85617
North Texas,100.362,105.131,0.369631,46.5,48.9,18.1,17.6,29.2,30.5,67.0866,2014,-9.34633
Nevada,109.687,107.644,0.55386,49.2,50.0,15.5,15.9,31.1,31.7,63.5389,2014,-7.44056
UTSA,101.419,114.559,0.197658,47.9,54.9,23.2,17.1,34.5,33.1,66.5955,2014,-14.7852
Hartford,101.931,108.162,0.335736,54.2,51.3,21.7,20.4,24.0,32.0,61.8247,2014,-10.677
Mississippi Valley St.,94.062,116.03,0.0821308,45.3,54.8,20.3,18.6,29.9,32.0,70.9427,2014,-18.0628
Gardner Webb,100.345,105.156,0.368546,47.6,50.8,17.9,20.0,33.2,31.5,64.7708,2014,-9.81453
Norfolk St.,102.592,109.087,0.330513,50.1,49.4,20.4,19.1,36.8,32.7,62.4095,2014,-9.40451
Chattanooga,100.525,110.432,0.253332,47.4,51.5,18.9,17.9,34.1,32.4,66.8258,2014,-9.66663
Georgia Southern,98.6105,110.565,0.211496,48.8,51.8,17.9,18.1,30.3,30.3,64.7045,2014,-14.382
